CMDLINE python realtime_parallel_pool.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
MEM 0.035156 1677246205.5666
MEM 9.203125 1677246205.6823
MEM 18.847656 1677246205.7983
MEM 23.628906 1677246205.9144
MEM 26.878906 1677246206.0303
MEM 31.113281 1677246206.1461
MEM 32.265625 1677246206.2620
MEM 33.453125 1677246206.3779
MEM 35.292969 1677246206.4937
MEM 36.234375 1677246206.6097
MEM 39.503906 1677246206.7258
MEM 42.507812 1677246206.8416
MEM 44.636719 1677246206.9577
MEM 46.273438 1677246207.0734
MEM 46.500000 1677246207.1892
MEM 47.214844 1677246207.3049
MEM 51.062500 1677246207.4210
MEM 56.378906 1677246207.5370
MEM 58.878906 1677246207.6531
MEM 60.824219 1677246207.7689
MEM 62.050781 1677246207.8848
MEM 63.308594 1677246208.0008
MEM 64.320312 1677246208.1164
MEM 65.546875 1677246208.2317
MEM 66.511719 1677246208.3462
MEM 67.843750 1677246208.4611
MEM 69.667969 1677246208.5752
MEM 71.691406 1677246208.6894
MEM 73.253906 1677246208.8036
MEM 75.617188 1677246208.9175
MEM 76.679688 1677246209.0306
MEM 78.593750 1677246209.1431
MEM 80.367188 1677246209.2555
MEM 81.726562 1677246209.3690
MEM 84.406250 1677246209.4850
MEM 86.093750 1677246209.6001
MEM 86.726562 1677246209.7150
MEM 87.195312 1677246209.8298
MEM 91.156250 1677246209.9456
MEM 91.945312 1677246210.0610
MEM 92.058594 1677246210.1763
MEM 92.167969 1677246210.2931
MEM 95.468750 1677246210.4086
MEM 95.535156 1677246210.5234
MEM 97.503906 1677246210.6415
MEM 100.511719 1677246210.7566
MEM 103.933594 1677246210.8714
MEM 107.328125 1677246210.9893
MEM 110.398438 1677246211.1072
MEM 117.464844 1677246211.2219
MEM 119.085938 1677246211.3375
MEM 122.671875 1677246211.4563
MEM 123.992188 1677246211.5713
MEM 126.601562 1677246211.6869
MEM 129.378906 1677246211.8018
MEM 129.488281 1677246211.9197
MEM 129.734375 1677246212.0348
MEM 133.070312 1677246212.1500
MEM 136.675781 1677246212.2671
MEM 137.570312 1677246212.3822
MEM 139.371094 1677246212.4972
MEM 140.656250 1677246212.6161
MEM 144.312500 1677246212.7342
MEM 146.484375 1677246212.8490
MEM 146.570312 1677246212.9640
MEM 146.691406 1677246213.0815
MEM 146.757812 1677246213.1962
MEM 146.882812 1677246213.3111
MEM 146.976562 1677246213.4259
MEM 147.109375 1677246213.5409
MEM 163.757812 1677246213.6550
MEM 166.777344 1677246213.7694
MEM 170.320312 1677246213.8845
MEM 172.152344 1677246213.9995
MEM 177.464844 1677246214.1172
MEM 178.234375 1677246214.2317
MEM 183.933594 1677246214.3460
MEM 190.367188 1677246214.4605
MEM 193.945312 1677246214.5746
MEM 198.050781 1677246214.6889
MEM 197.851562 1677246214.8029
MEM 199.726562 1677246214.9186
MEM 202.074219 1677246215.0334
MEM 202.554688 1677246215.1479
MEM 204.296875 1677246215.2626
MEM 206.859375 1677246215.3772
MEM 210.316406 1677246215.4916
MEM 210.316406 1677246215.6062
MEM 210.316406 1677246215.7210
MEM 210.316406 1677246215.8355
MEM 212.570312 1677246215.9497
MEM 213.078125 1677246216.0637
MEM 215.957031 1677246216.1787
MEM 221.394531 1677246216.2936
MEM 221.652344 1677246216.4087
MEM 224.113281 1677246216.5237
MEM 230.074219 1677246216.6390
MEM 1909.156250 1677246216.7560
MEM 5009.660156 1677246216.8728
MEM 8587.417969 1677246216.9909
MEM 11688.464844 1677246217.1091
MEM 15266.937500 1677246217.2290
MEM 18368.468750 1677246217.3505
MEM 21708.859375 1677246217.4715
MEM 24383.597656 1677246217.5924
MEM 24415.960938 1677246217.7138
MEM 24506.312500 1677246217.8353
MEM 24523.757812 1677246217.9567
MEM 24575.855469 1677246218.0795
MEM 24804.984375 1677246218.2019
