CMDLINE python realtime_serial.py
MEM 381.609375 1675699008.7894
MEM 381.417969 1675699008.8896
MEM 381.609375 1675699008.9898
MEM 381.609375 1675699009.0900
MEM 381.609375 1675699009.1902
MEM 381.609375 1675699009.2903
MEM 381.609375 1675699009.3905
MEM 381.609375 1675699009.4907
MEM 381.609375 1675699009.5909
MEM 381.609375 1675699009.6911
MEM 381.609375 1675699009.7913
MEM 381.609375 1675699009.8914
MEM 381.609375 1675699009.9916
MEM 381.609375 1675699010.0918
MEM 381.609375 1675699010.1920
MEM 381.609375 1675699010.2922
MEM 381.609375 1675699010.3923
MEM 381.609375 1675699010.4925
MEM 381.609375 1675699010.5927
MEM 381.609375 1675699010.6929
MEM 381.609375 1675699010.7931
MEM 381.609375 1675699010.8933
MEM 381.609375 1675699010.9935
MEM 381.609375 1675699011.0937
MEM 381.609375 1675699011.1939
MEM 381.609375 1675699011.2941
MEM 381.433594 1675699011.3942
MEM 381.609375 1675699011.4944
MEM 381.609375 1675699011.5946
MEM 381.609375 1675699011.6947
MEM 381.609375 1675699011.7949
MEM 381.609375 1675699011.8951
MEM 381.609375 1675699011.9952
MEM 381.609375 1675699012.0953
MEM 381.609375 1675699012.1955
MEM 381.609375 1675699012.2956
MEM 381.609375 1675699012.3958
MEM 381.609375 1675699012.4959
MEM 381.609375 1675699012.5961
MEM 381.609375 1675699012.6963
MEM 381.609375 1675699012.7965
MEM 381.609375 1675699012.8967
MEM 381.609375 1675699012.9969
MEM 381.609375 1675699013.0970
MEM 381.609375 1675699013.1972
MEM 381.609375 1675699013.2973
MEM 381.609375 1675699013.3975
MEM 381.609375 1675699013.4976
MEM 381.949219 1675699013.5978
MEM 381.609375 1675699013.6979
MEM 381.609375 1675699013.7982
MEM 381.609375 1675699013.8983
MEM 381.609375 1675699013.9984
MEM 381.609375 1675699014.0986
MEM 381.609375 1675699014.1988
MEM 381.609375 1675699014.2990
MEM 381.609375 1675699014.3991
MEM 381.609375 1675699014.4993
MEM 381.609375 1675699014.5994
MEM 381.609375 1675699014.6996
MEM 381.609375 1675699014.7998
MEM 381.609375 1675699014.8999
MEM 381.609375 1675699015.0001
MEM 381.609375 1675699015.1002
MEM 381.609375 1675699015.2004
MEM 381.609375 1675699015.3006
MEM 381.609375 1675699015.4007
MEM 381.609375 1675699015.5009
MEM 381.609375 1675699015.6011
MEM 381.609375 1675699015.7012
MEM 381.609375 1675699015.8014
MEM 381.609375 1675699015.9016
MEM 381.609375 1675699016.0017
MEM 381.609375 1675699016.1019
MEM 381.609375 1675699016.2020
MEM 381.609375 1675699016.3022
MEM 381.609375 1675699016.4023
MEM 381.609375 1675699016.5025
MEM 381.699219 1675699016.6026
MEM 381.609375 1675699016.7028
MEM 381.609375 1675699016.8029
MEM 381.609375 1675699016.9031
MEM 381.609375 1675699017.0033
MEM 381.609375 1675699017.1034
MEM 381.609375 1675699017.2036
MEM 381.453125 1675699017.3038
MEM 381.609375 1675699017.4039
MEM 381.609375 1675699017.5041
MEM 381.609375 1675699017.6042
MEM 381.609375 1675699017.7047
MEM 381.609375 1675699017.8050
MEM 381.457031 1675699017.9054
MEM 381.609375 1675699018.0058
MEM 381.609375 1675699018.1063
MEM 381.609375 1675699018.2066
MEM 381.609375 1675699018.3071
MEM 381.609375 1675699018.4074
MEM 381.609375 1675699018.5079
MEM 381.609375 1675699018.6084
MEM 381.609375 1675699018.7089
MEM 381.609375 1675699018.8092
MEM 381.609375 1675699018.9098
MEM 381.609375 1675699019.0102
MEM 381.675781 1675699019.1107
MEM 316.742188 1675699019.2112
MEM 316.742188 1675699019.3118
MEM 311.367188 1675699019.4123
MEM 0.000000 1675699019.5126
