CMDLINE python realtime_parallel.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
CHLD 26 0.000000 1677250350.6583
CHLD 27 0.000000 1677250350.6583
CHLD 28 0.000000 1677250350.6584
CHLD 29 340.226562 1677250350.6584
CHLD 30 282.738281 1677250350.6584
CHLD 31 283.777344 1677250350.6584
CHLD 32 0.000000 1677250350.6584
CHLD 33 278.207031 1677250350.6584
CHLD 34 276.242188 1677250350.6584
CHLD 35 281.738281 1677250350.6584
CHLD 36 276.242188 1677250350.6585
CHLD 37 281.062500 1677250350.6585
CHLD 38 278.652344 1677250350.6585
CHLD 39 0.000000 1677250350.6585
CHLD 40 0.000000 1677250350.6585
CHLD 41 0.000000 1677250350.6585
CHLD 42 0.000000 1677250350.6585
CHLD 43 0.000000 1677250350.6586
CHLD 44 0.000000 1677250350.6586
CHLD 45 0.000000 1677250350.6586
CHLD 46 0.000000 1677250350.6586
CHLD 47 0.000000 1677250350.6586
CHLD 48 0.000000 1677250350.6586
CHLD 49 283.722656 1677250350.6586
CHLD 50 303.996094 1677250350.6586
CHLD 51 283.960938 1677250350.6587
CHLD 52 0.000000 1677250350.6587
CHLD 53 278.250000 1677250350.6587
CHLD 54 0.000000 1677250350.6587
CHLD 55 0.000000 1677250350.6587
CHLD 56 0.000000 1677250350.6587
CHLD 57 0.000000 1677250350.6587
CHLD 58 0.000000 1677250350.6587
CHLD 59 0.000000 1677250350.6588
CHLD 60 0.000000 1677250350.6588
CHLD 61 0.000000 1677250350.6588
CHLD 62 0.000000 1677250350.6588
CHLD 63 0.000000 1677250350.6588
CHLD 64 0.000000 1677250350.6588
CHLD 65 0.000000 1677250350.6588
CHLD 66 0.000000 1677250350.6588
CHLD 67 0.000000 1677250350.6589
CHLD 68 0.000000 1677250350.6589
MEM 8309.777344 1677250350.7759
CHLD 0 2364.238281 1677250350.7911
CHLD 1 278.972656 1677250350.7911
CHLD 2 0.000000 1677250350.7911
CHLD 3 0.000000 1677250350.7912
CHLD 4 0.000000 1677250350.7912
CHLD 5 0.000000 1677250350.7912
CHLD 6 0.000000 1677250350.7912
CHLD 7 0.000000 1677250350.7912
CHLD 8 0.000000 1677250350.7912
CHLD 9 0.000000 1677250350.7912
CHLD 10 285.339844 1677250350.7912
CHLD 11 0.000000 1677250350.7913
CHLD 12 285.339844 1677250350.7913
CHLD 13 0.000000 1677250350.7913
CHLD 14 278.230469 1677250350.7913
CHLD 15 276.027344 1677250350.7913
CHLD 16 0.000000 1677250350.7913
CHLD 17 0.000000 1677250350.7913
CHLD 18 280.914062 1677250350.7914
CHLD 19 0.000000 1677250350.7914
CHLD 20 0.000000 1677250350.7914
CHLD 21 0.000000 1677250350.7914
CHLD 22 271.277344 1677250350.7914
CHLD 23 0.000000 1677250350.7914
CHLD 24 0.000000 1677250350.7914
CHLD 25 0.000000 1677250350.7915
CHLD 26 0.000000 1677250350.7915
CHLD 27 0.000000 1677250350.7915
CHLD 28 0.000000 1677250350.7915
CHLD 29 279.593750 1677250350.7915
CHLD 30 283.894531 1677250350.7915
CHLD 31 283.777344 1677250350.7915
CHLD 32 0.000000 1677250350.7916
CHLD 33 278.207031 1677250350.7916
CHLD 34 276.242188 1677250350.7916
CHLD 35 281.738281 1677250350.7916
CHLD 36 276.242188 1677250350.7916
CHLD 37 281.062500 1677250350.7916
CHLD 38 278.652344 1677250350.7916
CHLD 39 0.000000 1677250350.7917
CHLD 40 0.000000 1677250350.7917
CHLD 41 0.000000 1677250350.7917
CHLD 42 0.000000 1677250350.7917
CHLD 43 0.000000 1677250350.7917
CHLD 44 0.000000 1677250350.7917
CHLD 45 0.000000 1677250350.7917
CHLD 46 0.000000 1677250350.7918
CHLD 47 0.000000 1677250350.7918
CHLD 48 0.000000 1677250350.7918
CHLD 49 285.074219 1677250350.7918
CHLD 50 277.347656 1677250350.7918
CHLD 51 283.960938 1677250350.7918
CHLD 52 0.000000 1677250350.7918
CHLD 53 278.250000 1677250350.7918
CHLD 54 0.000000 1677250350.7919
CHLD 55 0.000000 1677250350.7919
CHLD 56 0.000000 1677250350.7919
CHLD 57 0.000000 1677250350.7919
CHLD 58 0.000000 1677250350.7919
CHLD 59 0.000000 1677250350.7919
CHLD 60 0.000000 1677250350.7920
CHLD 61 0.000000 1677250350.7920
CHLD 62 0.000000 1677250350.7920
CHLD 63 0.000000 1677250350.7920
CHLD 64 0.000000 1677250350.7920
CHLD 65 0.000000 1677250350.7920
CHLD 66 0.000000 1677250350.7920
CHLD 67 0.000000 1677250350.7921
CHLD 68 0.000000 1677250350.7921
MEM 7518.089844 1677250350.9094
CHLD 0 2440.273438 1677250350.9264
CHLD 1 278.972656 1677250350.9265
CHLD 2 0.000000 1677250350.9265
CHLD 3 0.000000 1677250350.9265
CHLD 4 0.000000 1677250350.9265
CHLD 5 0.000000 1677250350.9265
CHLD 6 0.000000 1677250350.9266
CHLD 7 0.000000 1677250350.9266
CHLD 8 0.000000 1677250350.9266
CHLD 9 0.000000 1677250350.9266
CHLD 10 285.339844 1677250350.9266
CHLD 11 0.000000 1677250350.9266
CHLD 12 285.339844 1677250350.9266
CHLD 13 0.000000 1677250350.9267
CHLD 14 278.230469 1677250350.9267
CHLD 15 276.027344 1677250350.9267
CHLD 16 0.000000 1677250350.9267
CHLD 17 0.000000 1677250350.9267
CHLD 18 280.914062 1677250350.9267
CHLD 19 0.000000 1677250350.9268
CHLD 20 0.000000 1677250350.9268
CHLD 21 0.000000 1677250350.9268
CHLD 22 0.000000 1677250350.9268
CHLD 23 0.000000 1677250350.9268
CHLD 24 0.000000 1677250350.9268
CHLD 25 0.000000 1677250350.9268
CHLD 26 0.000000 1677250350.9269
CHLD 27 0.000000 1677250350.9269
CHLD 28 0.000000 1677250350.9269
CHLD 29 0.000000 1677250350.9269
CHLD 30 283.894531 1677250350.9269
CHLD 31 283.777344 1677250350.9269
CHLD 32 0.000000 1677250350.9270
CHLD 33 280.136719 1677250350.9270
CHLD 34 276.277344 1677250350.9270
CHLD 35 281.738281 1677250350.9270
CHLD 36 276.242188 1677250350.9270
CHLD 37 281.062500 1677250350.9270
CHLD 38 278.652344 1677250350.9271
CHLD 39 0.000000 1677250350.9271
CHLD 40 0.000000 1677250350.9271
CHLD 41 0.000000 1677250350.9271
CHLD 42 0.000000 1677250350.9271
CHLD 43 0.000000 1677250350.9271
CHLD 44 0.000000 1677250350.9271
CHLD 45 0.000000 1677250350.9272
CHLD 46 0.000000 1677250350.9272
CHLD 47 0.000000 1677250350.9272
CHLD 48 0.000000 1677250350.9272
CHLD 49 341.605469 1677250350.9272
CHLD 50 0.000000 1677250350.9272
CHLD 51 281.214844 1677250350.9272
CHLD 52 0.000000 1677250350.9273
CHLD 53 280.136719 1677250350.9273
CHLD 54 0.000000 1677250350.9273
CHLD 55 0.000000 1677250350.9273
CHLD 56 0.000000 1677250350.9273
CHLD 57 0.000000 1677250350.9273
CHLD 58 0.000000 1677250350.9273
CHLD 59 0.000000 1677250350.9274
CHLD 60 0.000000 1677250350.9274
CHLD 61 0.000000 1677250350.9274
CHLD 62 0.000000 1677250350.9274
CHLD 63 0.000000 1677250350.9274
CHLD 64 0.000000 1677250350.9274
CHLD 65 0.000000 1677250350.9274
CHLD 66 0.000000 1677250350.9275
CHLD 67 0.000000 1677250350.9275
CHLD 68 0.000000 1677250350.9275
MEM 6929.308594 1677250351.0448
CHLD 0 2457.253906 1677250351.0603
CHLD 1 278.972656 1677250351.0603
CHLD 2 0.000000 1677250351.0604
CHLD 3 0.000000 1677250351.0604
CHLD 4 0.000000 1677250351.0604
CHLD 5 0.000000 1677250351.0604
CHLD 6 0.000000 1677250351.0604
CHLD 7 0.000000 1677250351.0604
CHLD 8 0.000000 1677250351.0604
CHLD 9 0.000000 1677250351.0605
CHLD 10 285.339844 1677250351.0605
CHLD 11 0.000000 1677250351.0605
CHLD 12 285.339844 1677250351.0605
CHLD 13 0.000000 1677250351.0605
CHLD 14 280.136719 1677250351.0605
CHLD 15 276.027344 1677250351.0605
CHLD 16 0.000000 1677250351.0606
CHLD 17 0.000000 1677250351.0606
CHLD 18 280.914062 1677250351.0606
CHLD 19 0.000000 1677250351.0606
CHLD 20 0.000000 1677250351.0606
CHLD 21 0.000000 1677250351.0606
CHLD 22 0.000000 1677250351.0606
CHLD 23 0.000000 1677250351.0606
CHLD 24 0.000000 1677250351.0607
CHLD 25 0.000000 1677250351.0607
CHLD 26 0.000000 1677250351.0607
CHLD 27 0.000000 1677250351.0607
CHLD 28 0.000000 1677250351.0607
CHLD 29 0.000000 1677250351.0607
CHLD 30 283.894531 1677250351.0607
CHLD 31 283.777344 1677250351.0608
CHLD 32 0.000000 1677250351.0608
CHLD 33 280.136719 1677250351.0608
CHLD 34 276.277344 1677250351.0608
CHLD 35 281.738281 1677250351.0608
CHLD 36 276.277344 1677250351.0608
CHLD 37 281.062500 1677250351.0608
CHLD 38 278.652344 1677250351.0608
CHLD 39 0.000000 1677250351.0609
CHLD 40 0.000000 1677250351.0609
CHLD 41 0.000000 1677250351.0609
CHLD 42 0.000000 1677250351.0609
CHLD 43 0.000000 1677250351.0609
CHLD 44 0.000000 1677250351.0609
CHLD 45 0.000000 1677250351.0609
CHLD 46 0.000000 1677250351.0610
CHLD 47 0.000000 1677250351.0610
CHLD 48 0.000000 1677250351.0610
CHLD 49 0.000000 1677250351.0610
CHLD 50 0.000000 1677250351.0610
CHLD 51 0.000000 1677250351.0610
CHLD 52 0.000000 1677250351.0610
CHLD 53 280.136719 1677250351.0611
CHLD 54 0.000000 1677250351.0611
CHLD 55 0.000000 1677250351.0611
CHLD 56 0.000000 1677250351.0611
CHLD 57 0.000000 1677250351.0611
CHLD 58 0.000000 1677250351.0611
CHLD 59 0.000000 1677250351.0611
CHLD 60 0.000000 1677250351.0611
CHLD 61 0.000000 1677250351.0612
CHLD 62 0.000000 1677250351.0612
CHLD 63 0.000000 1677250351.0612
CHLD 64 0.000000 1677250351.0612
CHLD 65 0.000000 1677250351.0612
CHLD 66 0.000000 1677250351.0612
CHLD 67 0.000000 1677250351.0612
CHLD 68 0.000000 1677250351.0612
MEM 6930.660156 1677250351.1780
CHLD 0 2457.253906 1677250351.1934
CHLD 1 278.972656 1677250351.1935
CHLD 2 0.000000 1677250351.1935
CHLD 3 0.000000 1677250351.1935
CHLD 4 0.000000 1677250351.1935
CHLD 5 0.000000 1677250351.1935
CHLD 6 0.000000 1677250351.1935
CHLD 7 0.000000 1677250351.1935
CHLD 8 0.000000 1677250351.1936
CHLD 9 0.000000 1677250351.1936
CHLD 10 285.339844 1677250351.1936
CHLD 11 0.000000 1677250351.1936
CHLD 12 285.832031 1677250351.1936
CHLD 13 0.000000 1677250351.1936
CHLD 14 280.136719 1677250351.1936
CHLD 15 276.027344 1677250351.1937
CHLD 16 0.000000 1677250351.1937
CHLD 17 0.000000 1677250351.1937
CHLD 18 280.914062 1677250351.1937
CHLD 19 0.000000 1677250351.1937
CHLD 20 0.000000 1677250351.1937
CHLD 21 0.000000 1677250351.1937
CHLD 22 0.000000 1677250351.1937
CHLD 23 0.000000 1677250351.1938
CHLD 24 0.000000 1677250351.1938
CHLD 25 0.000000 1677250351.1938
CHLD 26 0.000000 1677250351.1938
CHLD 27 0.000000 1677250351.1938
CHLD 28 0.000000 1677250351.1938
CHLD 29 0.000000 1677250351.1938
CHLD 30 283.894531 1677250351.1939
CHLD 31 285.128906 1677250351.1939
CHLD 32 0.000000 1677250351.1939
CHLD 33 280.136719 1677250351.1939
CHLD 34 276.277344 1677250351.1939
CHLD 35 281.738281 1677250351.1939
CHLD 36 276.277344 1677250351.1939
CHLD 37 281.062500 1677250351.1940
CHLD 38 278.652344 1677250351.1940
CHLD 39 0.000000 1677250351.1940
CHLD 40 0.000000 1677250351.1940
CHLD 41 0.000000 1677250351.1940
CHLD 42 0.000000 1677250351.1940
CHLD 43 0.000000 1677250351.1940
CHLD 44 0.000000 1677250351.1940
CHLD 45 0.000000 1677250351.1941
CHLD 46 0.000000 1677250351.1941
CHLD 47 0.000000 1677250351.1941
CHLD 48 0.000000 1677250351.1941
CHLD 49 0.000000 1677250351.1941
CHLD 50 0.000000 1677250351.1941
CHLD 51 0.000000 1677250351.1941
CHLD 52 0.000000 1677250351.1941
CHLD 53 280.136719 1677250351.1942
CHLD 54 0.000000 1677250351.1942
CHLD 55 0.000000 1677250351.1942
CHLD 56 0.000000 1677250351.1942
CHLD 57 0.000000 1677250351.1942
CHLD 58 0.000000 1677250351.1942
CHLD 59 0.000000 1677250351.1942
CHLD 60 0.000000 1677250351.1943
CHLD 61 0.000000 1677250351.1943
CHLD 62 0.000000 1677250351.1943
CHLD 63 0.000000 1677250351.1943
CHLD 64 0.000000 1677250351.1943
CHLD 65 0.000000 1677250351.1943
CHLD 66 0.000000 1677250351.1944
CHLD 67 0.000000 1677250351.1944
CHLD 68 0.000000 1677250351.1944
MEM 6979.972656 1677250351.3117
CHLD 0 2457.253906 1677250351.3270
CHLD 1 278.972656 1677250351.3271
CHLD 2 0.000000 1677250351.3271
CHLD 3 0.000000 1677250351.3271
CHLD 4 0.000000 1677250351.3271
CHLD 5 0.000000 1677250351.3271
CHLD 6 0.000000 1677250351.3271
CHLD 7 0.000000 1677250351.3271
CHLD 8 0.000000 1677250351.3272
CHLD 9 0.000000 1677250351.3272
CHLD 10 285.339844 1677250351.3272
CHLD 11 0.000000 1677250351.3272
CHLD 12 286.710938 1677250351.3272
CHLD 13 0.000000 1677250351.3272
CHLD 14 280.136719 1677250351.3272
CHLD 15 276.027344 1677250351.3273
CHLD 16 0.000000 1677250351.3273
CHLD 17 0.000000 1677250351.3273
CHLD 18 280.914062 1677250351.3273
CHLD 19 0.000000 1677250351.3273
CHLD 20 0.000000 1677250351.3273
CHLD 21 0.000000 1677250351.3273
CHLD 22 0.000000 1677250351.3273
CHLD 23 0.000000 1677250351.3274
CHLD 24 0.000000 1677250351.3274
CHLD 25 0.000000 1677250351.3274
CHLD 26 0.000000 1677250351.3274
CHLD 27 0.000000 1677250351.3274
CHLD 28 0.000000 1677250351.3274
CHLD 29 0.000000 1677250351.3275
CHLD 30 283.894531 1677250351.3275
CHLD 31 285.128906 1677250351.3275
CHLD 32 0.000000 1677250351.3275
CHLD 33 280.136719 1677250351.3275
CHLD 34 276.277344 1677250351.3275
CHLD 35 281.738281 1677250351.3275
CHLD 36 276.277344 1677250351.3276
CHLD 37 281.062500 1677250351.3276
CHLD 38 278.652344 1677250351.3276
CHLD 39 0.000000 1677250351.3276
CHLD 40 0.000000 1677250351.3276
CHLD 41 0.000000 1677250351.3276
CHLD 42 0.000000 1677250351.3276
CHLD 43 0.000000 1677250351.3277
CHLD 44 0.000000 1677250351.3277
CHLD 45 0.000000 1677250351.3277
CHLD 46 0.000000 1677250351.3277
CHLD 47 0.000000 1677250351.3277
CHLD 48 0.000000 1677250351.3277
CHLD 49 0.000000 1677250351.3277
CHLD 50 0.000000 1677250351.3277
CHLD 51 0.000000 1677250351.3278
CHLD 52 0.000000 1677250351.3278
CHLD 53 358.375000 1677250351.3278
CHLD 54 0.000000 1677250351.3278
CHLD 55 0.000000 1677250351.3278
CHLD 56 0.000000 1677250351.3278
CHLD 57 0.000000 1677250351.3278
CHLD 58 0.000000 1677250351.3279
CHLD 59 0.000000 1677250351.3279
CHLD 60 0.000000 1677250351.3279
CHLD 61 0.000000 1677250351.3279
CHLD 62 0.000000 1677250351.3279
CHLD 63 0.000000 1677250351.3279
CHLD 64 0.000000 1677250351.3279
CHLD 65 0.000000 1677250351.3280
CHLD 66 0.000000 1677250351.3280
CHLD 67 0.000000 1677250351.3280
CHLD 68 0.000000 1677250351.3280
MEM 6775.546875 1677250351.4453
CHLD 0 2513.507812 1677250351.4606
CHLD 1 355.074219 1677250351.4607
CHLD 2 0.000000 1677250351.4607
CHLD 3 0.000000 1677250351.4607
CHLD 4 0.000000 1677250351.4607
CHLD 5 0.000000 1677250351.4607
CHLD 6 0.000000 1677250351.4607
CHLD 7 0.000000 1677250351.4607
CHLD 8 0.000000 1677250351.4608
CHLD 9 0.000000 1677250351.4608
CHLD 10 286.710938 1677250351.4608
CHLD 11 0.000000 1677250351.4608
CHLD 12 286.710938 1677250351.4608
CHLD 13 0.000000 1677250351.4608
CHLD 14 280.136719 1677250351.4608
CHLD 15 276.027344 1677250351.4609
CHLD 16 0.000000 1677250351.4609
CHLD 17 0.000000 1677250351.4609
CHLD 18 280.914062 1677250351.4609
CHLD 19 0.000000 1677250351.4609
CHLD 20 0.000000 1677250351.4609
CHLD 21 0.000000 1677250351.4609
CHLD 22 0.000000 1677250351.4610
CHLD 23 0.000000 1677250351.4610
CHLD 24 0.000000 1677250351.4610
CHLD 25 0.000000 1677250351.4610
CHLD 26 0.000000 1677250351.4610
CHLD 27 0.000000 1677250351.4610
CHLD 28 0.000000 1677250351.4610
CHLD 29 0.000000 1677250351.4611
CHLD 30 283.894531 1677250351.4611
CHLD 31 285.128906 1677250351.4611
CHLD 32 0.000000 1677250351.4611
CHLD 33 280.136719 1677250351.4611
CHLD 34 276.277344 1677250351.4611
CHLD 35 281.773438 1677250351.4611
CHLD 36 276.277344 1677250351.4611
CHLD 37 281.062500 1677250351.4612
CHLD 38 333.187500 1677250351.4612
CHLD 39 0.000000 1677250351.4612
CHLD 40 0.000000 1677250351.4612
CHLD 41 0.000000 1677250351.4612
CHLD 42 0.000000 1677250351.4612
CHLD 43 0.000000 1677250351.4612
CHLD 44 0.000000 1677250351.4613
CHLD 45 0.000000 1677250351.4613
CHLD 46 0.000000 1677250351.4613
CHLD 47 0.000000 1677250351.4613
CHLD 48 0.000000 1677250351.4613
CHLD 49 0.000000 1677250351.4613
CHLD 50 0.000000 1677250351.4613
CHLD 51 0.000000 1677250351.4613
CHLD 52 0.000000 1677250351.4614
CHLD 53 0.000000 1677250351.4614
CHLD 54 0.000000 1677250351.4614
CHLD 55 0.000000 1677250351.4614
CHLD 56 0.000000 1677250351.4614
CHLD 57 0.000000 1677250351.4614
CHLD 58 0.000000 1677250351.4614
CHLD 59 0.000000 1677250351.4614
CHLD 60 0.000000 1677250351.4615
CHLD 61 0.000000 1677250351.4615
CHLD 62 0.000000 1677250351.4615
CHLD 63 0.000000 1677250351.4615
CHLD 64 0.000000 1677250351.4615
CHLD 65 0.000000 1677250351.4615
CHLD 66 0.000000 1677250351.4615
CHLD 67 0.000000 1677250351.4616
CHLD 68 0.000000 1677250351.4616
MEM 6879.230469 1677250351.5781
CHLD 0 2721.562500 1677250351.5926
CHLD 1 275.957031 1677250351.5927
CHLD 2 0.000000 1677250351.5927
CHLD 3 0.000000 1677250351.5927
CHLD 4 0.000000 1677250351.5927
CHLD 5 0.000000 1677250351.5927
CHLD 6 0.000000 1677250351.5927
CHLD 7 0.000000 1677250351.5927
CHLD 8 0.000000 1677250351.5928
CHLD 9 0.000000 1677250351.5928
CHLD 10 286.710938 1677250351.5928
CHLD 11 0.000000 1677250351.5928
CHLD 12 286.710938 1677250351.5928
CHLD 13 0.000000 1677250351.5928
CHLD 14 280.136719 1677250351.5928
CHLD 15 276.726562 1677250351.5929
CHLD 16 0.000000 1677250351.5929
CHLD 17 0.000000 1677250351.5929
CHLD 18 280.914062 1677250351.5929
CHLD 19 0.000000 1677250351.5929
CHLD 20 0.000000 1677250351.5929
CHLD 21 0.000000 1677250351.5929
CHLD 22 0.000000 1677250351.5930
CHLD 23 0.000000 1677250351.5930
CHLD 24 0.000000 1677250351.5930
CHLD 25 0.000000 1677250351.5930
CHLD 26 0.000000 1677250351.5930
CHLD 27 0.000000 1677250351.5930
CHLD 28 0.000000 1677250351.5930
CHLD 29 0.000000 1677250351.5931
CHLD 30 283.894531 1677250351.5931
CHLD 31 285.128906 1677250351.5931
CHLD 32 0.000000 1677250351.5931
CHLD 33 280.136719 1677250351.5931
CHLD 34 276.277344 1677250351.5931
CHLD 35 281.773438 1677250351.5931
CHLD 36 276.277344 1677250351.5931
CHLD 37 281.734375 1677250351.5932
CHLD 38 276.121094 1677250351.5932
CHLD 39 0.000000 1677250351.5932
CHLD 40 0.000000 1677250351.5932
CHLD 41 0.000000 1677250351.5932
CHLD 42 0.000000 1677250351.5932
CHLD 43 0.000000 1677250351.5932
CHLD 44 0.000000 1677250351.5932
CHLD 45 0.000000 1677250351.5933
CHLD 46 0.000000 1677250351.5933
CHLD 47 0.000000 1677250351.5933
CHLD 48 0.000000 1677250351.5933
CHLD 49 0.000000 1677250351.5933
CHLD 50 0.000000 1677250351.5933
CHLD 51 0.000000 1677250351.5933
CHLD 52 0.000000 1677250351.5933
CHLD 53 0.000000 1677250351.5934
CHLD 54 0.000000 1677250351.5934
CHLD 55 0.000000 1677250351.5934
CHLD 56 0.000000 1677250351.5934
CHLD 57 0.000000 1677250351.5934
CHLD 58 0.000000 1677250351.5934
CHLD 59 0.000000 1677250351.5934
CHLD 60 0.000000 1677250351.5934
CHLD 61 0.000000 1677250351.5935
CHLD 62 0.000000 1677250351.5935
CHLD 63 0.000000 1677250351.5935
CHLD 64 0.000000 1677250351.5935
CHLD 65 0.000000 1677250351.5935
CHLD 66 0.000000 1677250351.5935
CHLD 67 0.000000 1677250351.5935
CHLD 68 0.000000 1677250351.5935
MEM 6268.574219 1677250351.7106
CHLD 0 2628.703125 1677250351.7259
CHLD 1 286.710938 1677250351.7260
CHLD 2 0.000000 1677250351.7260
CHLD 3 286.710938 1677250351.7260
CHLD 4 0.000000 1677250351.7260
CHLD 5 280.136719 1677250351.7260
CHLD 6 276.804688 1677250351.7260
CHLD 7 0.000000 1677250351.7260
CHLD 8 0.000000 1677250351.7261
CHLD 9 280.914062 1677250351.7261
CHLD 10 0.000000 1677250351.7261
CHLD 11 0.000000 1677250351.7261
CHLD 12 0.000000 1677250351.7261
CHLD 13 0.000000 1677250351.7261
CHLD 14 0.000000 1677250351.7261
CHLD 15 0.000000 1677250351.7261
CHLD 16 0.000000 1677250351.7262
CHLD 17 0.000000 1677250351.7262
CHLD 18 0.000000 1677250351.7262
CHLD 19 0.000000 1677250351.7262
CHLD 20 0.000000 1677250351.7262
CHLD 21 283.894531 1677250351.7262
CHLD 22 285.140625 1677250351.7262
CHLD 23 0.000000 1677250351.7263
CHLD 24 280.136719 1677250351.7263
CHLD 25 276.277344 1677250351.7263
CHLD 26 281.773438 1677250351.7263
CHLD 27 276.277344 1677250351.7263
CHLD 28 281.734375 1677250351.7263
CHLD 29 0.000000 1677250351.7264
CHLD 30 0.000000 1677250351.7264
CHLD 31 0.000000 1677250351.7264
CHLD 32 0.000000 1677250351.7264
CHLD 33 0.000000 1677250351.7264
CHLD 34 0.000000 1677250351.7264
CHLD 35 0.000000 1677250351.7264
CHLD 36 0.000000 1677250351.7264
CHLD 37 0.000000 1677250351.7265
CHLD 38 0.000000 1677250351.7265
CHLD 39 0.000000 1677250351.7265
CHLD 40 0.000000 1677250351.7265
CHLD 41 0.000000 1677250351.7265
CHLD 42 0.000000 1677250351.7265
CHLD 43 0.000000 1677250351.7265
CHLD 44 0.000000 1677250351.7265
CHLD 45 0.000000 1677250351.7266
CHLD 46 0.000000 1677250351.7266
CHLD 47 0.000000 1677250351.7266
CHLD 48 0.000000 1677250351.7266
CHLD 49 0.000000 1677250351.7266
CHLD 50 0.000000 1677250351.7266
CHLD 51 0.000000 1677250351.7266
CHLD 52 0.000000 1677250351.7266
CHLD 53 0.000000 1677250351.7267
CHLD 54 0.000000 1677250351.7267
CHLD 55 0.000000 1677250351.7267
CHLD 56 0.000000 1677250351.7267
CHLD 57 0.000000 1677250351.7267
CHLD 58 0.000000 1677250351.7267
CHLD 59 0.000000 1677250351.7267
MEM 6339.339844 1677250351.8434
CHLD 0 2628.703125 1677250351.8595
CHLD 1 286.710938 1677250351.8595
CHLD 2 0.000000 1677250351.8596
CHLD 3 286.710938 1677250351.8596
CHLD 4 0.000000 1677250351.8596
CHLD 5 280.136719 1677250351.8596
CHLD 6 276.804688 1677250351.8596
CHLD 7 0.000000 1677250351.8596
CHLD 8 0.000000 1677250351.8597
CHLD 9 280.914062 1677250351.8597
CHLD 10 0.000000 1677250351.8597
CHLD 11 0.000000 1677250351.8597
CHLD 12 0.000000 1677250351.8597
CHLD 13 0.000000 1677250351.8597
CHLD 14 0.000000 1677250351.8597
CHLD 15 0.000000 1677250351.8598
CHLD 16 0.000000 1677250351.8598
CHLD 17 0.000000 1677250351.8598
CHLD 18 0.000000 1677250351.8598
CHLD 19 0.000000 1677250351.8598
CHLD 20 0.000000 1677250351.8598
CHLD 21 283.894531 1677250351.8598
CHLD 22 285.140625 1677250351.8598
CHLD 23 0.000000 1677250351.8599
CHLD 24 280.136719 1677250351.8599
CHLD 25 276.277344 1677250351.8599
CHLD 26 281.773438 1677250351.8599
CHLD 27 276.277344 1677250351.8599
CHLD 28 364.695312 1677250351.8599
CHLD 29 0.000000 1677250351.8599
CHLD 30 0.000000 1677250351.8600
CHLD 31 0.000000 1677250351.8600
CHLD 32 0.000000 1677250351.8600
CHLD 33 0.000000 1677250351.8600
CHLD 34 0.000000 1677250351.8600
CHLD 35 0.000000 1677250351.8600
CHLD 36 0.000000 1677250351.8600
CHLD 37 0.000000 1677250351.8601
CHLD 38 0.000000 1677250351.8601
CHLD 39 0.000000 1677250351.8601
CHLD 40 0.000000 1677250351.8601
CHLD 41 0.000000 1677250351.8601
CHLD 42 0.000000 1677250351.8601
CHLD 43 0.000000 1677250351.8601
CHLD 44 0.000000 1677250351.8601
CHLD 45 0.000000 1677250351.8602
CHLD 46 0.000000 1677250351.8602
CHLD 47 0.000000 1677250351.8602
CHLD 48 0.000000 1677250351.8602
CHLD 49 0.000000 1677250351.8602
CHLD 50 0.000000 1677250351.8602
CHLD 51 0.000000 1677250351.8602
CHLD 52 0.000000 1677250351.8603
CHLD 53 0.000000 1677250351.8603
CHLD 54 0.000000 1677250351.8603
CHLD 55 0.000000 1677250351.8603
CHLD 56 0.000000 1677250351.8603
CHLD 57 0.000000 1677250351.8603
CHLD 58 0.000000 1677250351.8603
CHLD 59 0.000000 1677250351.8603
MEM 6044.640625 1677250351.9777
CHLD 0 2686.492188 1677250351.9937
CHLD 1 286.710938 1677250351.9937
CHLD 2 0.000000 1677250351.9937
CHLD 3 286.710938 1677250351.9937
CHLD 4 0.000000 1677250351.9937
CHLD 5 280.136719 1677250351.9938
CHLD 6 276.804688 1677250351.9938
CHLD 7 0.000000 1677250351.9938
CHLD 8 0.000000 1677250351.9938
CHLD 9 280.914062 1677250351.9938
CHLD 10 0.000000 1677250351.9938
CHLD 11 0.000000 1677250351.9938
CHLD 12 0.000000 1677250351.9939
CHLD 13 0.000000 1677250351.9939
CHLD 14 0.000000 1677250351.9939
CHLD 15 0.000000 1677250351.9939
CHLD 16 0.000000 1677250351.9939
CHLD 17 0.000000 1677250351.9939
CHLD 18 0.000000 1677250351.9939
CHLD 19 0.000000 1677250351.9940
CHLD 20 0.000000 1677250351.9940
CHLD 21 283.894531 1677250351.9940
CHLD 22 285.140625 1677250351.9940
CHLD 23 0.000000 1677250351.9940
CHLD 24 280.136719 1677250351.9940
CHLD 25 276.277344 1677250351.9940
CHLD 26 281.773438 1677250351.9941
CHLD 27 276.277344 1677250351.9941
CHLD 28 0.000000 1677250351.9941
CHLD 29 0.000000 1677250351.9941
CHLD 30 0.000000 1677250351.9941
CHLD 31 0.000000 1677250351.9941
CHLD 32 0.000000 1677250351.9941
CHLD 33 0.000000 1677250351.9942
CHLD 34 0.000000 1677250351.9942
CHLD 35 0.000000 1677250351.9942
CHLD 36 0.000000 1677250351.9942
CHLD 37 0.000000 1677250351.9942
