CMDLINE python realtime_parallel_pool.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
CHLD 4 351.160156 1677595192.2707
CHLD 5 468.894531 1677595192.2707
CHLD 6 380.355469 1677595192.2707
CHLD 7 290.664062 1677595192.2707
CHLD 8 373.386719 1677595192.2707
CHLD 9 395.386719 1677595192.2707
CHLD 10 384.675781 1677595192.2707
MEM 8911.640625 1677595192.3837
CHLD 0 249.019531 1677595192.3957
CHLD 1 395.949219 1677595192.3957
CHLD 2 380.910156 1677595192.3958
CHLD 3 430.988281 1677595192.3958
CHLD 4 351.160156 1677595192.3958
CHLD 5 468.894531 1677595192.3958
CHLD 6 380.355469 1677595192.3958
CHLD 7 290.664062 1677595192.3958
CHLD 8 384.449219 1677595192.3959
CHLD 9 395.386719 1677595192.3959
CHLD 10 384.675781 1677595192.3959
MEM 8767.410156 1677595192.5087
CHLD 0 249.019531 1677595192.5200
CHLD 1 395.949219 1677595192.5201
CHLD 2 381.089844 1677595192.5201
CHLD 3 435.363281 1677595192.5201
CHLD 4 351.160156 1677595192.5201
CHLD 5 384.652344 1677595192.5201
CHLD 6 380.355469 1677595192.5201
CHLD 7 290.664062 1677595192.5202
CHLD 8 384.449219 1677595192.5202
CHLD 9 395.386719 1677595192.5202
CHLD 10 384.675781 1677595192.5202
MEM 8770.441406 1677595192.6320
CHLD 0 249.019531 1677595192.6425
CHLD 1 395.949219 1677595192.6425
CHLD 2 383.089844 1677595192.6426
CHLD 3 435.363281 1677595192.6426
CHLD 4 351.160156 1677595192.6426
CHLD 5 384.652344 1677595192.6426
CHLD 6 380.355469 1677595192.6426
CHLD 7 290.664062 1677595192.6426
CHLD 8 384.449219 1677595192.6426
CHLD 9 395.386719 1677595192.6427
CHLD 10 384.675781 1677595192.6427
MEM 8770.492188 1677595192.7541
CHLD 0 249.019531 1677595192.7646
CHLD 1 395.949219 1677595192.7646
CHLD 2 383.089844 1677595192.7646
CHLD 3 435.363281 1677595192.7646
CHLD 4 351.160156 1677595192.7646
CHLD 5 384.652344 1677595192.7647
CHLD 6 380.355469 1677595192.7647
CHLD 7 290.664062 1677595192.7647
CHLD 8 384.500000 1677595192.7647
CHLD 9 395.386719 1677595192.7647
CHLD 10 384.675781 1677595192.7647
MEM 8772.492188 1677595192.8767
CHLD 0 249.019531 1677595192.8874
CHLD 1 395.949219 1677595192.8874
CHLD 2 383.089844 1677595192.8875
CHLD 3 435.363281 1677595192.8875
CHLD 4 351.160156 1677595192.8875
CHLD 5 384.652344 1677595192.8875
CHLD 6 380.355469 1677595192.8875
CHLD 7 290.664062 1677595192.8876
CHLD 8 386.500000 1677595192.8876
CHLD 9 395.386719 1677595192.8876
CHLD 10 384.675781 1677595192.8876
MEM 8774.492188 1677595192.9998
CHLD 0 249.019531 1677595193.0109
CHLD 1 395.949219 1677595193.0109
CHLD 2 407.218750 1677595193.0109
CHLD 3 435.363281 1677595193.0109
CHLD 4 351.160156 1677595193.0110
CHLD 5 384.652344 1677595193.0110
CHLD 6 380.355469 1677595193.0110
CHLD 7 290.664062 1677595193.0110
CHLD 8 386.500000 1677595193.0110
CHLD 9 395.386719 1677595193.0110
CHLD 10 384.675781 1677595193.0110
MEM 8796.800781 1677595193.1226
CHLD 0 249.019531 1677595193.1333
CHLD 1 395.949219 1677595193.1333
CHLD 2 407.656250 1677595193.1333
CHLD 3 435.363281 1677595193.1333
CHLD 4 351.160156 1677595193.1333
CHLD 5 384.652344 1677595193.1333
CHLD 6 380.355469 1677595193.1333
CHLD 7 290.664062 1677595193.1334
CHLD 8 386.500000 1677595193.1334
CHLD 9 395.386719 1677595193.1334
CHLD 10 384.675781 1677595193.1334
MEM 8798.621094 1677595193.2453
CHLD 0 249.019531 1677595193.2564
CHLD 1 395.949219 1677595193.2564
CHLD 2 407.218750 1677595193.2564
CHLD 3 435.363281 1677595193.2565
CHLD 4 351.160156 1677595193.2565
CHLD 5 384.652344 1677595193.2565
CHLD 6 380.355469 1677595193.2565
CHLD 7 290.664062 1677595193.2565
CHLD 8 388.500000 1677595193.2565
CHLD 9 395.386719 1677595193.2565
CHLD 10 384.675781 1677595193.2566
MEM 8808.433594 1677595193.3681
CHLD 0 249.019531 1677595193.3793
CHLD 1 395.949219 1677595193.3793
CHLD 2 421.222656 1677595193.3793
CHLD 3 435.363281 1677595193.3793
CHLD 4 351.160156 1677595193.3793
CHLD 5 384.652344 1677595193.3793
CHLD 6 380.355469 1677595193.3793
CHLD 7 290.664062 1677595193.3794
CHLD 8 388.500000 1677595193.3794
CHLD 9 395.386719 1677595193.3794
CHLD 10 384.675781 1677595193.3794
MEM 9125.082031 1677595193.4922
CHLD 0 249.019531 1677595193.5042
CHLD 1 396.761719 1677595193.5042
CHLD 2 674.808594 1677595193.5042
CHLD 3 542.722656 1677595193.5042
CHLD 4 351.160156 1677595193.5042
CHLD 5 384.652344 1677595193.5042
CHLD 6 380.355469 1677595193.5043
CHLD 7 290.664062 1677595193.5043
CHLD 8 388.500000 1677595193.5043
CHLD 9 395.386719 1677595193.5043
CHLD 10 384.675781 1677595193.5043
MEM 9334.078125 1677595193.6170
CHLD 0 249.019531 1677595193.6289
CHLD 1 396.617188 1677595193.6290
CHLD 2 616.601562 1677595193.6290
CHLD 3 669.046875 1677595193.6290
CHLD 4 351.160156 1677595193.6290
CHLD 5 384.652344 1677595193.6290
CHLD 6 380.355469 1677595193.6290
CHLD 7 290.664062 1677595193.6291
CHLD 8 388.500000 1677595193.6291
CHLD 9 395.386719 1677595193.6291
CHLD 10 384.675781 1677595193.6291
MEM 9291.160156 1677595193.7419
CHLD 0 249.019531 1677595193.7531
CHLD 1 396.214844 1677595193.7531
CHLD 2 321.578125 1677595193.7531
CHLD 3 669.046875 1677595193.7531
CHLD 4 351.160156 1677595193.7531
CHLD 5 384.652344 1677595193.7532
CHLD 6 380.355469 1677595193.7532
CHLD 7 290.664062 1677595193.7532
CHLD 8 388.500000 1677595193.7532
CHLD 9 395.386719 1677595193.7532
CHLD 10 384.675781 1677595193.7532
MEM 9186.796875 1677595193.8662
CHLD 0 249.019531 1677595193.8780
CHLD 1 396.214844 1677595193.8780
CHLD 2 321.578125 1677595193.8780
CHLD 3 669.046875 1677595193.8781
CHLD 4 351.160156 1677595193.8781
CHLD 5 384.652344 1677595193.8781
CHLD 6 380.355469 1677595193.8781
CHLD 7 290.664062 1677595193.8781
CHLD 8 388.500000 1677595193.8781
CHLD 9 395.386719 1677595193.8781
CHLD 10 384.675781 1677595193.8782
MEM 9158.324219 1677595193.9910
CHLD 0 249.019531 1677595194.0028
CHLD 1 404.214844 1677595194.0028
CHLD 2 321.578125 1677595194.0028
CHLD 3 390.558594 1677595194.0028
CHLD 4 351.160156 1677595194.0028
CHLD 5 384.652344 1677595194.0029
CHLD 6 380.355469 1677595194.0029
CHLD 7 290.664062 1677595194.0029
CHLD 8 388.500000 1677595194.0029
CHLD 9 395.386719 1677595194.0029
CHLD 10 384.675781 1677595194.0029
MEM 9056.714844 1677595194.1160
CHLD 0 249.019531 1677595194.1270
CHLD 1 436.328125 1677595194.1271
CHLD 2 321.578125 1677595194.1271
CHLD 3 390.558594 1677595194.1271
CHLD 4 351.160156 1677595194.1271
CHLD 5 384.652344 1677595194.1271
CHLD 6 380.355469 1677595194.1271
CHLD 7 290.664062 1677595194.1271
CHLD 8 388.500000 1677595194.1272
CHLD 9 395.386719 1677595194.1272
CHLD 10 384.675781 1677595194.1272
MEM 9056.714844 1677595194.2385
CHLD 0 249.019531 1677595194.2489
CHLD 1 436.328125 1677595194.2489
CHLD 2 321.578125 1677595194.2489
CHLD 3 390.558594 1677595194.2489
CHLD 4 351.160156 1677595194.2489
CHLD 5 384.652344 1677595194.2489
CHLD 6 380.355469 1677595194.2489
CHLD 7 290.664062 1677595194.2490
CHLD 8 388.500000 1677595194.2490
CHLD 9 395.386719 1677595194.2490
CHLD 10 384.675781 1677595194.2490
MEM 9056.714844 1677595194.3601
CHLD 0 249.019531 1677595194.3705
CHLD 1 436.328125 1677595194.3705
CHLD 2 321.578125 1677595194.3705
CHLD 3 390.558594 1677595194.3705
CHLD 4 351.160156 1677595194.3705
CHLD 5 384.652344 1677595194.3705
CHLD 6 380.355469 1677595194.3706
CHLD 7 290.664062 1677595194.3706
CHLD 8 388.500000 1677595194.3706
CHLD 9 395.386719 1677595194.3706
CHLD 10 384.675781 1677595194.3706
MEM 9056.714844 1677595194.4815
CHLD 0 249.019531 1677595194.4919
CHLD 1 436.328125 1677595194.4919
CHLD 2 321.578125 1677595194.4919
CHLD 3 390.558594 1677595194.4919
CHLD 4 351.160156 1677595194.4919
CHLD 5 384.652344 1677595194.4919
CHLD 6 380.355469 1677595194.4920
CHLD 7 290.664062 1677595194.4920
CHLD 8 388.500000 1677595194.4920
CHLD 9 395.386719 1677595194.4920
CHLD 10 384.675781 1677595194.4920
MEM 9056.714844 1677595194.6038
CHLD 0 249.019531 1677595194.6143
CHLD 1 436.328125 1677595194.6143
CHLD 2 321.578125 1677595194.6143
CHLD 3 390.558594 1677595194.6143
CHLD 4 351.160156 1677595194.6143
CHLD 5 384.652344 1677595194.6143
CHLD 6 380.355469 1677595194.6143
CHLD 7 290.664062 1677595194.6144
CHLD 8 388.500000 1677595194.6144
CHLD 9 395.386719 1677595194.6144
CHLD 10 384.675781 1677595194.6144
MEM 9056.714844 1677595194.7259
CHLD 0 249.019531 1677595194.7363
CHLD 1 436.328125 1677595194.7363
CHLD 2 321.578125 1677595194.7364
CHLD 3 390.558594 1677595194.7364
CHLD 4 351.160156 1677595194.7364
CHLD 5 384.652344 1677595194.7364
CHLD 6 380.355469 1677595194.7364
CHLD 7 290.664062 1677595194.7364
CHLD 8 388.500000 1677595194.7365
CHLD 9 395.386719 1677595194.7365
CHLD 10 384.675781 1677595194.7365
MEM 9059.535156 1677595194.8473
CHLD 0 249.019531 1677595194.8577
CHLD 1 436.328125 1677595194.8577
CHLD 2 321.578125 1677595194.8577
CHLD 3 390.558594 1677595194.8577
CHLD 4 351.160156 1677595194.8578
CHLD 5 384.652344 1677595194.8578
CHLD 6 380.621094 1677595194.8578
CHLD 7 290.664062 1677595194.8578
CHLD 8 388.500000 1677595194.8578
CHLD 9 397.445312 1677595194.8578
CHLD 10 384.675781 1677595194.8578
MEM 9059.242188 1677595194.9698
CHLD 0 249.019531 1677595194.9804
CHLD 1 436.328125 1677595194.9804
CHLD 2 321.578125 1677595194.9805
CHLD 3 390.558594 1677595194.9805
CHLD 4 351.160156 1677595194.9805
CHLD 5 384.652344 1677595194.9805
CHLD 6 380.621094 1677595194.9805
CHLD 7 290.664062 1677595194.9805
CHLD 8 388.500000 1677595194.9805
CHLD 9 397.648438 1677595194.9806
CHLD 10 384.675781 1677595194.9806
MEM 9059.242188 1677595195.0916
CHLD 0 249.019531 1677595195.1019
CHLD 1 436.328125 1677595195.1019
CHLD 2 321.578125 1677595195.1020
CHLD 3 390.558594 1677595195.1020
CHLD 4 351.160156 1677595195.1020
CHLD 5 384.652344 1677595195.1020
CHLD 6 380.621094 1677595195.1020
CHLD 7 290.664062 1677595195.1020
CHLD 8 388.500000 1677595195.1020
CHLD 9 397.648438 1677595195.1021
CHLD 10 384.675781 1677595195.1021
MEM 9108.863281 1677595195.2149
CHLD 0 249.019531 1677595195.2258
CHLD 1 436.328125 1677595195.2258
CHLD 2 321.578125 1677595195.2258
CHLD 3 390.558594 1677595195.2258
CHLD 4 351.160156 1677595195.2258
CHLD 5 384.652344 1677595195.2258
CHLD 6 416.710938 1677595195.2259
CHLD 7 290.664062 1677595195.2259
CHLD 8 388.500000 1677595195.2259
CHLD 9 431.644531 1677595195.2259
CHLD 10 384.675781 1677595195.2259
MEM 9129.328125 1677595195.3382
CHLD 0 249.019531 1677595195.3489
CHLD 1 436.328125 1677595195.3489
CHLD 2 321.578125 1677595195.3490
CHLD 3 390.558594 1677595195.3490
CHLD 4 351.160156 1677595195.3490
CHLD 5 384.652344 1677595195.3490
CHLD 6 416.710938 1677595195.3490
CHLD 7 290.664062 1677595195.3490
CHLD 8 388.500000 1677595195.3490
CHLD 9 431.644531 1677595195.3491
CHLD 10 384.675781 1677595195.3491
MEM 9153.605469 1677595195.4617
CHLD 0 249.019531 1677595195.4727
CHLD 1 436.328125 1677595195.4727
CHLD 2 321.578125 1677595195.4727
CHLD 3 390.558594 1677595195.4727
CHLD 4 351.160156 1677595195.4727
CHLD 5 384.652344 1677595195.4727
CHLD 6 416.710938 1677595195.4727
CHLD 7 290.664062 1677595195.4728
CHLD 8 388.500000 1677595195.4728
CHLD 9 431.644531 1677595195.4728
CHLD 10 409.019531 1677595195.4728
MEM 9153.851562 1677595195.5844
CHLD 0 249.019531 1677595195.5949
CHLD 1 436.328125 1677595195.5949
CHLD 2 321.578125 1677595195.5949
CHLD 3 390.558594 1677595195.5949
CHLD 4 351.160156 1677595195.5949
CHLD 5 384.652344 1677595195.5950
CHLD 6 416.710938 1677595195.5950
CHLD 7 290.664062 1677595195.5950
CHLD 8 388.500000 1677595195.5950
CHLD 9 431.644531 1677595195.5950
CHLD 10 409.199219 1677595195.5950
MEM 9153.851562 1677595195.7061
CHLD 0 249.019531 1677595195.7165
CHLD 1 436.328125 1677595195.7165
CHLD 2 321.578125 1677595195.7165
CHLD 3 390.558594 1677595195.7165
CHLD 4 351.160156 1677595195.7165
CHLD 5 384.652344 1677595195.7165
CHLD 6 416.710938 1677595195.7166
CHLD 7 290.664062 1677595195.7166
CHLD 8 388.500000 1677595195.7166
CHLD 9 431.644531 1677595195.7166
CHLD 10 409.199219 1677595195.7166
MEM 9153.886719 1677595195.8290
CHLD 0 249.019531 1677595195.8399
CHLD 1 436.328125 1677595195.8399
CHLD 2 321.578125 1677595195.8399
CHLD 3 390.558594 1677595195.8399
CHLD 4 351.160156 1677595195.8400
CHLD 5 384.652344 1677595195.8400
CHLD 6 416.746094 1677595195.8400
CHLD 7 290.664062 1677595195.8400
CHLD 8 388.500000 1677595195.8400
CHLD 9 431.644531 1677595195.8400
CHLD 10 409.199219 1677595195.8400
MEM 9163.300781 1677595195.9525
CHLD 0 249.019531 1677595195.9635
CHLD 1 436.328125 1677595195.9635
CHLD 2 321.578125 1677595195.9635
CHLD 3 390.558594 1677595195.9635
CHLD 4 351.160156 1677595195.9635
CHLD 5 384.652344 1677595195.9635
CHLD 6 416.746094 1677595195.9636
CHLD 7 290.664062 1677595195.9636
CHLD 8 388.500000 1677595195.9636
CHLD 9 431.644531 1677595195.9636
CHLD 10 418.613281 1677595195.9636
MEM 9165.269531 1677595196.0758
CHLD 0 249.019531 1677595196.0865
CHLD 1 436.328125 1677595196.0865
CHLD 2 321.578125 1677595196.0865
CHLD 3 390.558594 1677595196.0865
CHLD 4 351.160156 1677595196.0865
CHLD 5 384.652344 1677595196.0865
CHLD 6 416.746094 1677595196.0865
CHLD 7 290.664062 1677595196.0866
CHLD 8 388.500000 1677595196.0866
CHLD 9 431.644531 1677595196.0866
CHLD 10 420.582031 1677595196.0866
MEM 9165.269531 1677595196.1973
CHLD 0 249.019531 1677595196.2076
CHLD 1 436.328125 1677595196.2077
CHLD 2 321.578125 1677595196.2077
CHLD 3 390.558594 1677595196.2077
CHLD 4 351.160156 1677595196.2077
CHLD 5 384.652344 1677595196.2077
CHLD 6 416.746094 1677595196.2077
CHLD 7 290.664062 1677595196.2077
CHLD 8 388.500000 1677595196.2078
CHLD 9 431.644531 1677595196.2078
CHLD 10 420.582031 1677595196.2078
MEM 9165.269531 1677595196.3198
CHLD 0 249.019531 1677595196.3311
CHLD 1 436.328125 1677595196.3311
CHLD 2 321.578125 1677595196.3311
CHLD 3 390.558594 1677595196.3312
CHLD 4 351.160156 1677595196.3312
CHLD 5 384.652344 1677595196.3312
CHLD 6 416.746094 1677595196.3312
CHLD 7 290.664062 1677595196.3312
CHLD 8 388.500000 1677595196.3312
CHLD 9 431.644531 1677595196.3312
CHLD 10 420.582031 1677595196.3313
MEM 9170.187500 1677595196.4442
CHLD 0 249.019531 1677595196.4563
CHLD 1 436.339844 1677595196.4563
CHLD 2 321.578125 1677595196.4563
CHLD 3 390.558594 1677595196.4563
CHLD 4 351.160156 1677595196.4564
CHLD 5 384.652344 1677595196.4564
CHLD 6 416.746094 1677595196.4564
CHLD 7 290.664062 1677595196.4564
CHLD 8 388.500000 1677595196.4564
CHLD 9 431.644531 1677595196.4564
CHLD 10 425.488281 1677595196.4565
MEM 9170.187500 1677595196.5692
CHLD 0 249.019531 1677595196.5802
CHLD 1 436.339844 1677595196.5802
CHLD 2 321.578125 1677595196.5802
CHLD 3 390.558594 1677595196.5802
CHLD 4 351.160156 1677595196.5802
CHLD 5 384.652344 1677595196.5802
CHLD 6 416.746094 1677595196.5802
CHLD 7 290.664062 1677595196.5803
CHLD 8 388.500000 1677595196.5803
CHLD 9 431.644531 1677595196.5803
CHLD 10 425.488281 1677595196.5803
MEM 9170.187500 1677595196.6915
CHLD 0 249.019531 1677595196.7019
CHLD 1 436.339844 1677595196.7019
CHLD 2 321.578125 1677595196.7020
CHLD 3 390.558594 1677595196.7020
CHLD 4 351.160156 1677595196.7020
CHLD 5 384.652344 1677595196.7020
CHLD 6 416.746094 1677595196.7020
CHLD 7 290.664062 1677595196.7020
CHLD 8 388.500000 1677595196.7020
CHLD 9 431.644531 1677595196.7021
CHLD 10 425.488281 1677595196.7021
MEM 9170.199219 1677595196.8130
CHLD 0 249.019531 1677595196.8233
CHLD 1 436.339844 1677595196.8233
CHLD 2 321.578125 1677595196.8233
CHLD 3 390.558594 1677595196.8234
CHLD 4 351.160156 1677595196.8234
CHLD 5 384.652344 1677595196.8234
CHLD 6 416.757812 1677595196.8234
CHLD 7 290.664062 1677595196.8234
CHLD 8 388.500000 1677595196.8234
CHLD 9 431.644531 1677595196.8235
CHLD 10 425.488281 1677595196.8235
MEM 9170.199219 1677595196.9348
CHLD 0 249.019531 1677595196.9452
CHLD 1 436.339844 1677595196.9452
CHLD 2 321.578125 1677595196.9452
CHLD 3 390.558594 1677595196.9452
CHLD 4 351.160156 1677595196.9452
CHLD 5 384.652344 1677595196.9452
CHLD 6 416.757812 1677595196.9452
CHLD 7 290.664062 1677595196.9453
CHLD 8 388.500000 1677595196.9453
CHLD 9 431.644531 1677595196.9453
CHLD 10 425.488281 1677595196.9453
MEM 9170.199219 1677595197.0569
CHLD 0 249.019531 1677595197.0674
CHLD 1 436.339844 1677595197.0674
CHLD 2 321.578125 1677595197.0674
CHLD 3 390.558594 1677595197.0675
CHLD 4 351.160156 1677595197.0675
CHLD 5 384.652344 1677595197.0675
CHLD 6 416.757812 1677595197.0675
CHLD 7 290.664062 1677595197.0675
CHLD 8 388.500000 1677595197.0675
CHLD 9 431.644531 1677595197.0675
CHLD 10 425.488281 1677595197.0675
MEM 9170.199219 1677595197.1788
CHLD 0 249.019531 1677595197.1892
CHLD 1 436.339844 1677595197.1892
CHLD 2 321.578125 1677595197.1892
CHLD 3 390.558594 1677595197.1893
CHLD 4 351.160156 1677595197.1893
CHLD 5 384.652344 1677595197.1893
CHLD 6 416.757812 1677595197.1893
CHLD 7 290.664062 1677595197.1893
CHLD 8 388.500000 1677595197.1893
CHLD 9 431.644531 1677595197.1893
CHLD 10 425.488281 1677595197.1894
MEM 9170.199219 1677595197.3006
CHLD 0 249.019531 1677595197.3111
CHLD 1 436.339844 1677595197.3111
CHLD 2 321.578125 1677595197.3111
CHLD 3 390.558594 1677595197.3111
CHLD 4 351.160156 1677595197.3111
CHLD 5 384.652344 1677595197.3111
CHLD 6 416.757812 1677595197.3112
CHLD 7 290.664062 1677595197.3112
CHLD 8 388.500000 1677595197.3112
CHLD 9 431.644531 1677595197.3112
CHLD 10 425.488281 1677595197.3112
MEM 9170.199219 1677595197.4223
CHLD 0 249.019531 1677595197.4327
CHLD 1 436.339844 1677595197.4327
CHLD 2 321.578125 1677595197.4327
CHLD 3 390.558594 1677595197.4328
CHLD 4 351.160156 1677595197.4328
CHLD 5 384.652344 1677595197.4328
CHLD 6 416.757812 1677595197.4328
CHLD 7 290.664062 1677595197.4328
CHLD 8 388.500000 1677595197.4328
CHLD 9 431.644531 1677595197.4328
CHLD 10 425.488281 1677595197.4328
MEM 9170.199219 1677595197.5437
CHLD 0 249.019531 1677595197.5542
CHLD 1 436.339844 1677595197.5542
CHLD 2 321.578125 1677595197.5542
CHLD 3 390.558594 1677595197.5542
CHLD 4 351.160156 1677595197.5542
CHLD 5 384.652344 1677595197.5543
CHLD 6 416.757812 1677595197.5543
CHLD 7 290.664062 1677595197.5543
CHLD 8 388.500000 1677595197.5543
CHLD 9 431.644531 1677595197.5543
CHLD 10 425.488281 1677595197.5543
MEM 9172.199219 1677595197.6665
CHLD 0 249.019531 1677595197.6772
CHLD 1 436.339844 1677595197.6772
CHLD 2 321.578125 1677595197.6772
CHLD 3 390.558594 1677595197.6772
CHLD 4 351.160156 1677595197.6772
CHLD 5 384.652344 1677595197.6773
CHLD 6 416.757812 1677595197.6773
CHLD 7 290.664062 1677595197.6773
CHLD 8 388.500000 1677595197.6773
CHLD 9 431.644531 1677595197.6773
CHLD 10 427.488281 1677595197.6773
MEM 9172.199219 1677595197.7883
CHLD 0 249.019531 1677595197.7986
CHLD 1 436.339844 1677595197.7987
CHLD 2 321.578125 1677595197.7987
CHLD 3 390.558594 1677595197.7987
CHLD 4 351.160156 1677595197.7987
CHLD 5 384.652344 1677595197.7987
CHLD 6 416.757812 1677595197.7987
CHLD 7 290.664062 1677595197.7987
CHLD 8 388.500000 1677595197.7988
CHLD 9 431.644531 1677595197.7988
CHLD 10 427.488281 1677595197.7988
MEM 9172.199219 1677595197.9097
CHLD 0 249.019531 1677595197.9200
CHLD 1 436.339844 1677595197.9200
CHLD 2 321.578125 1677595197.9200
CHLD 3 390.558594 1677595197.9200
CHLD 4 351.160156 1677595197.9200
CHLD 5 384.652344 1677595197.9201
CHLD 6 416.757812 1677595197.9201
CHLD 7 290.664062 1677595197.9201
CHLD 8 388.500000 1677595197.9201
CHLD 9 431.644531 1677595197.9201
CHLD 10 427.488281 1677595197.9201
MEM 9172.199219 1677595198.0323
CHLD 0 249.019531 1677595198.0437
CHLD 1 436.339844 1677595198.0437
CHLD 2 321.578125 1677595198.0438
CHLD 3 390.558594 1677595198.0438
CHLD 4 351.160156 1677595198.0438
CHLD 5 384.652344 1677595198.0438
CHLD 6 416.757812 1677595198.0438
CHLD 7 290.664062 1677595198.0438
CHLD 8 388.500000 1677595198.0439
CHLD 9 431.644531 1677595198.0439
CHLD 10 427.488281 1677595198.0439
MEM 9172.199219 1677595198.1562
CHLD 0 249.019531 1677595198.1676
CHLD 1 436.339844 1677595198.1676
CHLD 2 321.578125 1677595198.1676
CHLD 3 390.558594 1677595198.1676
CHLD 4 351.160156 1677595198.1676
CHLD 5 384.652344 1677595198.1676
CHLD 6 416.757812 1677595198.1677
CHLD 7 290.664062 1677595198.1677
CHLD 8 388.500000 1677595198.1677
CHLD 9 431.644531 1677595198.1677
CHLD 10 427.488281 1677595198.1677
MEM 9172.199219 1677595198.2805
CHLD 0 249.019531 1677595198.2912
CHLD 1 436.339844 1677595198.2913
CHLD 2 321.578125 1677595198.2913
CHLD 3 390.558594 1677595198.2913
CHLD 4 351.160156 1677595198.2913
CHLD 5 384.652344 1677595198.2913
CHLD 6 416.757812 1677595198.2913
CHLD 7 290.664062 1677595198.2914
CHLD 8 388.500000 1677595198.2914
CHLD 9 431.644531 1677595198.2914
CHLD 10 427.488281 1677595198.2914
MEM 9257.683594 1677595198.4035
CHLD 0 249.019531 1677595198.4137
CHLD 1 436.339844 1677595198.4137
CHLD 2 321.578125 1677595198.4137
CHLD 3 390.558594 1677595198.4137
CHLD 4 351.160156 1677595198.4138
CHLD 5 384.652344 1677595198.4138
CHLD 6 416.757812 1677595198.4138
CHLD 7 290.664062 1677595198.4138
CHLD 8 388.500000 1677595198.4138
CHLD 9 517.128906 1677595198.4138
CHLD 10 427.488281 1677595198.4138
MEM 9455.941406 1677595198.5266
CHLD 0 249.019531 1677595198.5379
CHLD 1 436.339844 1677595198.5380
CHLD 2 321.578125 1677595198.5380
CHLD 3 390.558594 1677595198.5380
CHLD 4 351.160156 1677595198.5380
CHLD 5 384.652344 1677595198.5380
CHLD 6 416.757812 1677595198.5380
CHLD 7 290.664062 1677595198.5381
CHLD 8 388.500000 1677595198.5381
CHLD 9 732.339844 1677595198.5381
CHLD 10 427.488281 1677595198.5381
MEM 9432.070312 1677595198.6508
CHLD 0 249.019531 1677595198.6615
CHLD 1 436.339844 1677595198.6615
CHLD 2 321.578125 1677595198.6615
CHLD 3 390.558594 1677595198.6615
CHLD 4 351.160156 1677595198.6616
CHLD 5 384.652344 1677595198.6616
CHLD 6 416.757812 1677595198.6616
CHLD 7 290.664062 1677595198.6616
CHLD 8 388.500000 1677595198.6616
CHLD 9 607.003906 1677595198.6616
CHLD 10 427.488281 1677595198.6617
MEM 9440.960938 1677595198.7728
CHLD 0 249.019531 1677595198.7830
CHLD 1 436.339844 1677595198.7830
CHLD 2 321.578125 1677595198.7830
CHLD 3 390.558594 1677595198.7830
CHLD 4 351.160156 1677595198.7831
CHLD 5 384.652344 1677595198.7831
CHLD 6 416.757812 1677595198.7831
CHLD 7 290.664062 1677595198.7831
CHLD 8 388.500000 1677595198.7831
CHLD 9 377.933594 1677595198.7831
CHLD 10 427.488281 1677595198.7831
MEM 9292.203125 1677595198.8941
CHLD 0 249.019531 1677595198.9042
CHLD 1 436.339844 1677595198.9042
CHLD 2 321.578125 1677595198.9042
CHLD 3 390.558594 1677595198.9043
CHLD 4 351.160156 1677595198.9043
CHLD 5 384.652344 1677595198.9043
CHLD 6 416.757812 1677595198.9043
CHLD 7 290.664062 1677595198.9043
CHLD 8 388.500000 1677595198.9043
CHLD 9 377.933594 1677595198.9043
CHLD 10 427.488281 1677595198.9044
MEM 9292.203125 1677595199.0151
CHLD 0 249.019531 1677595199.0253
CHLD 1 436.339844 1677595199.0253
CHLD 2 321.578125 1677595199.0253
CHLD 3 390.558594 1677595199.0253
CHLD 4 351.160156 1677595199.0253
CHLD 5 384.652344 1677595199.0253
CHLD 6 416.757812 1677595199.0254
CHLD 7 290.664062 1677595199.0254
CHLD 8 388.500000 1677595199.0254
CHLD 9 377.933594 1677595199.0254
CHLD 10 427.488281 1677595199.0254
MEM 9292.203125 1677595199.1369
CHLD 0 249.019531 1677595199.1474
CHLD 1 436.339844 1677595199.1475
CHLD 2 321.578125 1677595199.1475
CHLD 3 390.558594 1677595199.1475
CHLD 4 351.160156 1677595199.1475
CHLD 5 384.652344 1677595199.1475
CHLD 6 416.757812 1677595199.1476
CHLD 7 290.664062 1677595199.1476
CHLD 8 388.500000 1677595199.1476
CHLD 9 377.933594 1677595199.1476
CHLD 10 427.488281 1677595199.1476
MEM 9292.203125 1677595199.2585
CHLD 0 249.019531 1677595199.2688
CHLD 1 436.339844 1677595199.2688
CHLD 2 321.578125 1677595199.2688
CHLD 3 390.558594 1677595199.2688
CHLD 4 351.160156 1677595199.2688
CHLD 5 384.652344 1677595199.2689
CHLD 6 416.757812 1677595199.2689
CHLD 7 290.664062 1677595199.2689
CHLD 8 388.500000 1677595199.2689
CHLD 9 377.933594 1677595199.2689
CHLD 10 427.488281 1677595199.2689
MEM 9292.203125 1677595199.3796
CHLD 0 249.019531 1677595199.3899
CHLD 1 436.339844 1677595199.3899
CHLD 2 321.578125 1677595199.3899
CHLD 3 390.558594 1677595199.3899
CHLD 4 351.160156 1677595199.3900
CHLD 5 384.652344 1677595199.3900
CHLD 6 416.757812 1677595199.3900
CHLD 7 290.664062 1677595199.3900
