CMDLINE python realtime_parallel_pool.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
CHLD 0 249.019531 1677595185.1129
CHLD 1 376.925781 1677595185.1130
CHLD 2 332.449219 1677595185.1130
CHLD 3 367.390625 1677595185.1130
CHLD 4 356.015625 1677595185.1130
CHLD 5 339.097656 1677595185.1130
CHLD 6 343.996094 1677595185.1130
CHLD 7 378.914062 1677595185.1130
CHLD 8 344.218750 1677595185.1131
CHLD 9 377.808594 1677595185.1131
CHLD 10 355.488281 1677595185.1131
MEM 6669.308594 1677595185.2241
CHLD 0 249.019531 1677595185.2343
CHLD 1 376.925781 1677595185.2344
CHLD 2 332.449219 1677595185.2344
CHLD 3 367.390625 1677595185.2344
CHLD 4 359.199219 1677595185.2344
CHLD 5 362.367188 1677595185.2344
CHLD 6 343.996094 1677595185.2344
CHLD 7 378.914062 1677595185.2344
CHLD 8 344.218750 1677595185.2345
CHLD 9 377.808594 1677595185.2345
CHLD 10 355.488281 1677595185.2345
MEM 6730.207031 1677595185.3451
CHLD 0 249.019531 1677595185.3551
CHLD 1 389.398438 1677595185.3551
CHLD 2 334.957031 1677595185.3551
CHLD 3 367.390625 1677595185.3551
CHLD 4 379.199219 1677595185.3551
CHLD 5 362.902344 1677595185.3551
CHLD 6 343.996094 1677595185.3551
CHLD 7 378.914062 1677595185.3552
CHLD 8 344.218750 1677595185.3552
CHLD 9 377.808594 1677595185.3552
CHLD 10 355.488281 1677595185.3552
MEM 6731.531250 1677595185.4653
CHLD 0 249.019531 1677595185.4749
CHLD 1 389.398438 1677595185.4749
CHLD 2 334.957031 1677595185.4749
CHLD 3 367.390625 1677595185.4749
CHLD 4 379.316406 1677595185.4749
CHLD 5 362.984375 1677595185.4749
CHLD 6 343.996094 1677595185.4750
CHLD 7 379.105469 1677595185.4750
CHLD 8 344.218750 1677595185.4750
CHLD 9 377.808594 1677595185.4750
CHLD 10 355.488281 1677595185.4750
MEM 6734.941406 1677595185.5850
CHLD 0 249.019531 1677595185.5945
CHLD 1 389.398438 1677595185.5945
CHLD 2 336.957031 1677595185.5945
CHLD 3 367.390625 1677595185.5946
CHLD 4 379.316406 1677595185.5946
CHLD 5 369.613281 1677595185.5946
CHLD 6 343.996094 1677595185.5946
CHLD 7 379.179688 1677595185.5946
CHLD 8 344.218750 1677595185.5946
CHLD 9 377.808594 1677595185.5946
CHLD 10 355.488281 1677595185.5947
MEM 6764.187500 1677595185.7050
CHLD 0 249.019531 1677595185.7150
CHLD 1 389.398438 1677595185.7150
CHLD 2 336.957031 1677595185.7150
CHLD 3 367.390625 1677595185.7150
CHLD 4 383.214844 1677595185.7151
CHLD 5 370.105469 1677595185.7151
CHLD 6 343.996094 1677595185.7151
CHLD 7 379.179688 1677595185.7151
CHLD 8 344.218750 1677595185.7151
CHLD 9 377.808594 1677595185.7151
CHLD 10 374.996094 1677595185.7151
MEM 6766.773438 1677595185.8256
CHLD 0 249.019531 1677595185.8356
CHLD 1 389.398438 1677595185.8356
CHLD 2 336.957031 1677595185.8356
CHLD 3 367.390625 1677595185.8356
CHLD 4 393.457031 1677595185.8357
CHLD 5 370.105469 1677595185.8357
CHLD 6 343.996094 1677595185.8357
CHLD 7 379.179688 1677595185.8357
CHLD 8 344.218750 1677595185.8357
CHLD 9 377.808594 1677595185.8357
CHLD 10 375.835938 1677595185.8357
MEM 6829.375000 1677595185.9468
CHLD 0 249.019531 1677595185.9570
CHLD 1 393.910156 1677595185.9570
CHLD 2 336.957031 1677595185.9570
CHLD 3 367.390625 1677595185.9570
CHLD 4 411.476562 1677595185.9570
CHLD 5 372.359375 1677595185.9570
CHLD 6 343.996094 1677595185.9571
CHLD 7 409.210938 1677595185.9571
CHLD 8 344.218750 1677595185.9571
CHLD 9 377.808594 1677595185.9571
CHLD 10 375.125000 1677595185.9571
MEM 7012.816406 1677595186.0679
CHLD 0 249.019531 1677595186.0780
CHLD 1 393.910156 1677595186.0780
CHLD 2 336.957031 1677595186.0780
CHLD 3 367.390625 1677595186.0781
CHLD 4 619.156250 1677595186.0781
CHLD 5 372.390625 1677595186.0781
CHLD 6 343.996094 1677595186.0781
CHLD 7 409.210938 1677595186.0781
CHLD 8 344.218750 1677595186.0781
CHLD 9 377.808594 1677595186.0781
CHLD 10 375.125000 1677595186.0781
MEM 7099.484375 1677595186.1889
CHLD 0 249.019531 1677595186.1991
CHLD 1 393.910156 1677595186.1992
CHLD 2 336.957031 1677595186.1992
CHLD 3 367.390625 1677595186.1992
CHLD 4 615.058594 1677595186.1992
CHLD 5 372.390625 1677595186.1992
CHLD 6 343.996094 1677595186.1992
CHLD 7 409.300781 1677595186.1993
CHLD 8 344.218750 1677595186.1993
CHLD 9 377.808594 1677595186.1993
CHLD 10 380.503906 1677595186.1993
MEM 7133.929688 1677595186.3111
CHLD 0 249.019531 1677595186.3217
CHLD 1 393.910156 1677595186.3218
CHLD 2 336.957031 1677595186.3218
CHLD 3 367.390625 1677595186.3218
CHLD 4 422.691406 1677595186.3218
CHLD 5 372.390625 1677595186.3218
CHLD 6 343.996094 1677595186.3218
CHLD 7 409.300781 1677595186.3218
CHLD 8 344.218750 1677595186.3219
CHLD 9 377.808594 1677595186.3219
CHLD 10 380.503906 1677595186.3219
MEM 7104.171875 1677595186.4348
CHLD 0 249.019531 1677595186.4458
CHLD 1 395.910156 1677595186.4458
CHLD 2 336.957031 1677595186.4459
CHLD 3 369.656250 1677595186.4459
CHLD 4 379.210938 1677595186.4459
CHLD 5 372.390625 1677595186.4459
CHLD 6 343.996094 1677595186.4459
CHLD 7 409.300781 1677595186.4459
CHLD 8 344.218750 1677595186.4459
CHLD 9 377.808594 1677595186.4460
CHLD 10 380.503906 1677595186.4460
MEM 7005.574219 1677595186.5576
CHLD 0 249.019531 1677595186.5682
CHLD 1 395.910156 1677595186.5682
CHLD 2 336.957031 1677595186.5683
CHLD 3 369.656250 1677595186.5683
CHLD 4 407.593750 1677595186.5683
CHLD 5 372.609375 1677595186.5683
CHLD 6 343.996094 1677595186.5683
CHLD 7 409.375000 1677595186.5683
CHLD 8 344.218750 1677595186.5684
CHLD 9 377.808594 1677595186.5684
CHLD 10 380.746094 1677595186.5684
MEM 7145.871094 1677595186.6815
CHLD 0 249.019531 1677595186.6923
CHLD 1 395.910156 1677595186.6923
CHLD 2 336.957031 1677595186.6923
CHLD 3 399.574219 1677595186.6923
CHLD 4 529.296875 1677595186.6924
CHLD 5 372.613281 1677595186.6924
CHLD 6 343.996094 1677595186.6924
CHLD 7 409.523438 1677595186.6924
CHLD 8 344.218750 1677595186.6924
CHLD 9 377.808594 1677595186.6924
CHLD 10 381.261719 1677595186.6925
MEM 7234.324219 1677595186.8043
CHLD 0 249.019531 1677595186.8150
CHLD 1 395.910156 1677595186.8150
CHLD 2 336.957031 1677595186.8150
CHLD 3 399.574219 1677595186.8150
CHLD 4 577.218750 1677595186.8150
CHLD 5 374.613281 1677595186.8150
CHLD 6 343.996094 1677595186.8151
CHLD 7 409.523438 1677595186.8151
CHLD 8 344.218750 1677595186.8151
CHLD 9 377.808594 1677595186.8151
CHLD 10 381.585938 1677595186.8151
MEM 7248.304688 1677595186.9272
CHLD 0 249.019531 1677595186.9398
CHLD 1 395.910156 1677595186.9398
CHLD 2 336.980469 1677595186.9398
CHLD 3 399.777344 1677595186.9398
CHLD 4 390.355469 1677595186.9398
CHLD 5 374.613281 1677595186.9399
CHLD 6 343.996094 1677595186.9399
CHLD 7 409.523438 1677595186.9399
CHLD 8 344.218750 1677595186.9399
CHLD 9 377.808594 1677595186.9399
CHLD 10 381.585938 1677595186.9399
MEM 7215.542969 1677595187.0531
CHLD 0 249.019531 1677595187.0654
CHLD 1 395.949219 1677595187.0654
CHLD 2 336.980469 1677595187.0654
CHLD 3 399.777344 1677595187.0655
CHLD 4 381.332031 1677595187.0655
CHLD 5 374.613281 1677595187.0655
CHLD 6 343.996094 1677595187.0655
CHLD 7 409.523438 1677595187.0655
CHLD 8 344.218750 1677595187.0655
CHLD 9 377.808594 1677595187.0655
CHLD 10 381.585938 1677595187.0656
MEM 7184.246094 1677595187.1784
CHLD 0 249.019531 1677595187.1896
CHLD 1 395.949219 1677595187.1896
CHLD 2 336.980469 1677595187.1897
CHLD 3 399.777344 1677595187.1897
CHLD 4 383.468750 1677595187.1897
CHLD 5 374.613281 1677595187.1897
CHLD 6 343.996094 1677595187.1897
CHLD 7 409.523438 1677595187.1897
CHLD 8 344.218750 1677595187.1897
CHLD 9 377.808594 1677595187.1898
CHLD 10 382.457031 1677595187.1898
MEM 7186.828125 1677595187.3029
CHLD 0 249.019531 1677595187.3148
CHLD 1 395.949219 1677595187.3149
CHLD 2 336.980469 1677595187.3149
CHLD 3 399.777344 1677595187.3149
CHLD 4 386.031250 1677595187.3149
CHLD 5 374.613281 1677595187.3149
CHLD 6 343.996094 1677595187.3149
CHLD 7 409.523438 1677595187.3150
CHLD 8 344.218750 1677595187.3150
CHLD 9 377.808594 1677595187.3150
CHLD 10 382.476562 1677595187.3150
MEM 7210.339844 1677595187.4283
CHLD 0 249.019531 1677595187.4407
CHLD 1 395.949219 1677595187.4408
CHLD 2 360.539062 1677595187.4408
CHLD 3 399.777344 1677595187.4408
CHLD 4 386.031250 1677595187.4408
CHLD 5 374.613281 1677595187.4408
CHLD 6 343.996094 1677595187.4409
CHLD 7 409.523438 1677595187.4409
CHLD 8 344.218750 1677595187.4409
CHLD 9 377.808594 1677595187.4409
CHLD 10 382.476562 1677595187.4409
MEM 7210.476562 1677595187.5537
CHLD 0 249.019531 1677595187.5654
CHLD 1 395.949219 1677595187.5654
CHLD 2 360.628906 1677595187.5654
CHLD 3 399.777344 1677595187.5654
CHLD 4 386.031250 1677595187.5654
CHLD 5 374.613281 1677595187.5655
CHLD 6 343.996094 1677595187.5655
CHLD 7 409.523438 1677595187.5655
CHLD 8 344.218750 1677595187.5655
CHLD 9 377.808594 1677595187.5655
CHLD 10 382.476562 1677595187.5655
MEM 7238.421875 1677595187.6788
CHLD 0 249.019531 1677595187.6907
CHLD 1 395.949219 1677595187.6908
CHLD 2 369.457031 1677595187.6908
CHLD 3 399.777344 1677595187.6908
CHLD 4 405.148438 1677595187.6908
CHLD 5 374.613281 1677595187.6908
CHLD 6 343.996094 1677595187.6908
CHLD 7 409.523438 1677595187.6909
CHLD 8 344.218750 1677595187.6909
CHLD 9 377.808594 1677595187.6909
CHLD 10 382.476562 1677595187.6909
MEM 7243.621094 1677595187.8026
CHLD 0 249.019531 1677595187.8129
CHLD 1 395.949219 1677595187.8129
CHLD 2 369.457031 1677595187.8129
CHLD 3 399.777344 1677595187.8130
CHLD 4 408.156250 1677595187.8130
CHLD 5 374.878906 1677595187.8130
CHLD 6 343.996094 1677595187.8130
CHLD 7 409.523438 1677595187.8130
CHLD 8 344.218750 1677595187.8130
CHLD 9 377.808594 1677595187.8130
CHLD 10 384.667969 1677595187.8131
MEM 7243.957031 1677595187.9236
CHLD 0 249.019531 1677595187.9337
CHLD 1 395.949219 1677595187.9338
CHLD 2 371.632812 1677595187.9338
CHLD 3 399.777344 1677595187.9338
CHLD 4 408.156250 1677595187.9338
CHLD 5 375.460938 1677595187.9338
CHLD 6 343.996094 1677595187.9338
CHLD 7 409.523438 1677595187.9338
CHLD 8 344.218750 1677595187.9339
CHLD 9 377.808594 1677595187.9339
CHLD 10 384.667969 1677595187.9339
MEM 7331.425781 1677595188.0447
CHLD 0 249.019531 1677595188.0547
CHLD 1 395.949219 1677595188.0547
CHLD 2 371.632812 1677595188.0547
CHLD 3 492.960938 1677595188.0548
CHLD 4 408.156250 1677595188.0548
CHLD 5 374.878906 1677595188.0548
CHLD 6 343.996094 1677595188.0548
CHLD 7 409.523438 1677595188.0548
CHLD 8 344.218750 1677595188.0548
CHLD 9 377.808594 1677595188.0548
CHLD 10 384.667969 1677595188.0549
MEM 7580.296875 1677595188.1657
CHLD 0 249.019531 1677595188.1759
CHLD 1 395.949219 1677595188.1759
CHLD 2 371.632812 1677595188.1759
CHLD 3 725.597656 1677595188.1759
CHLD 4 408.156250 1677595188.1759
CHLD 5 404.753906 1677595188.1759
CHLD 6 343.996094 1677595188.1760
CHLD 7 409.523438 1677595188.1760
CHLD 8 344.218750 1677595188.1760
CHLD 9 377.808594 1677595188.1760
CHLD 10 384.667969 1677595188.1760
MEM 7595.031250 1677595188.2890
CHLD 0 249.019531 1677595188.3008
CHLD 1 395.949219 1677595188.3008
CHLD 2 371.632812 1677595188.3009
CHLD 3 601.136719 1677595188.3009
CHLD 4 408.156250 1677595188.3009
CHLD 5 404.753906 1677595188.3009
CHLD 6 343.996094 1677595188.3009
CHLD 7 409.523438 1677595188.3009
CHLD 8 344.218750 1677595188.3010
CHLD 9 377.808594 1677595188.3010
CHLD 10 384.675781 1677595188.3010
MEM 7555.031250 1677595188.4142
CHLD 0 249.019531 1677595188.4256
CHLD 1 395.949219 1677595188.4257
CHLD 2 371.632812 1677595188.4257
CHLD 3 360.058594 1677595188.4257
CHLD 4 408.156250 1677595188.4257
CHLD 5 404.753906 1677595188.4257
CHLD 6 359.996094 1677595188.4257
CHLD 7 409.523438 1677595188.4258
CHLD 8 344.218750 1677595188.4258
CHLD 9 377.808594 1677595188.4258
CHLD 10 384.675781 1677595188.4258
MEM 7576.285156 1677595188.5370
CHLD 0 249.019531 1677595188.5473
CHLD 1 395.949219 1677595188.5473
CHLD 2 371.632812 1677595188.5473
CHLD 3 360.058594 1677595188.5473
CHLD 4 408.156250 1677595188.5473
CHLD 5 405.003906 1677595188.5473
CHLD 6 366.000000 1677595188.5473
CHLD 7 409.523438 1677595188.5474
CHLD 8 344.218750 1677595188.5474
CHLD 9 377.808594 1677595188.5474
CHLD 10 384.675781 1677595188.5474
MEM 7430.082031 1677595188.6581
CHLD 0 249.019531 1677595188.6682
CHLD 1 395.949219 1677595188.6682
CHLD 2 371.632812 1677595188.6682
CHLD 3 359.851562 1677595188.6683
CHLD 4 408.156250 1677595188.6683
CHLD 5 405.003906 1677595188.6683
CHLD 6 366.132812 1677595188.6683
CHLD 7 409.523438 1677595188.6683
CHLD 8 344.218750 1677595188.6683
CHLD 9 377.808594 1677595188.6683
CHLD 10 384.675781 1677595188.6684
MEM 7434.812500 1677595188.7792
CHLD 0 249.019531 1677595188.7893
CHLD 1 395.949219 1677595188.7893
CHLD 2 377.886719 1677595188.7893
CHLD 3 359.851562 1677595188.7893
CHLD 4 408.156250 1677595188.7894
CHLD 5 405.003906 1677595188.7894
CHLD 6 366.132812 1677595188.7894
CHLD 7 409.523438 1677595188.7894
CHLD 8 344.218750 1677595188.7894
CHLD 9 377.808594 1677595188.7894
CHLD 10 384.675781 1677595188.7894
MEM 7468.878906 1677595188.9024
CHLD 0 249.019531 1677595188.9144
CHLD 1 395.949219 1677595188.9144
CHLD 2 377.886719 1677595188.9145
CHLD 3 384.878906 1677595188.9145
CHLD 4 408.156250 1677595188.9145
CHLD 5 405.003906 1677595188.9145
CHLD 6 375.132812 1677595188.9145
CHLD 7 409.523438 1677595188.9145
CHLD 8 344.218750 1677595188.9145
CHLD 9 377.808594 1677595188.9146
CHLD 10 384.675781 1677595188.9146
MEM 7551.218750 1677595189.0261
CHLD 0 249.019531 1677595189.0366
CHLD 1 395.949219 1677595189.0366
CHLD 2 479.640625 1677595189.0366
CHLD 3 384.878906 1677595189.0366
CHLD 4 408.156250 1677595189.0366
CHLD 5 405.003906 1677595189.0366
CHLD 6 375.132812 1677595189.0366
CHLD 7 409.523438 1677595189.0367
CHLD 8 344.218750 1677595189.0367
CHLD 9 377.808594 1677595189.0367
CHLD 10 384.675781 1677595189.0367
MEM 7945.011719 1677595189.1477
CHLD 0 249.019531 1677595189.1579
CHLD 1 395.949219 1677595189.1580
CHLD 2 728.175781 1677595189.1580
CHLD 3 384.878906 1677595189.1580
CHLD 4 581.707031 1677595189.1580
CHLD 5 405.003906 1677595189.1580
CHLD 6 375.359375 1677595189.1580
CHLD 7 409.523438 1677595189.1581
CHLD 8 344.218750 1677595189.1581
CHLD 9 377.808594 1677595189.1581
CHLD 10 384.675781 1677595189.1581
MEM 7975.175781 1677595189.2691
CHLD 0 249.019531 1677595189.2793
CHLD 1 395.949219 1677595189.2793
CHLD 2 579.605469 1677595189.2793
CHLD 3 384.878906 1677595189.2793
CHLD 4 581.515625 1677595189.2794
CHLD 5 405.003906 1677595189.2794
CHLD 6 378.132812 1677595189.2794
CHLD 7 409.523438 1677595189.2794
CHLD 8 344.218750 1677595189.2794
CHLD 9 377.808594 1677595189.2794
CHLD 10 384.675781 1677595189.2794
MEM 7883.675781 1677595189.3920
CHLD 0 249.019531 1677595189.4028
CHLD 1 395.949219 1677595189.4028
CHLD 2 290.542969 1677595189.4028
CHLD 3 384.878906 1677595189.4028
CHLD 4 581.515625 1677595189.4028
CHLD 5 405.003906 1677595189.4029
CHLD 6 378.250000 1677595189.4029
CHLD 7 409.523438 1677595189.4029
CHLD 8 344.218750 1677595189.4029
CHLD 9 377.808594 1677595189.4029
CHLD 10 384.675781 1677595189.4029
MEM 7902.621094 1677595189.5151
CHLD 0 249.019531 1677595189.5257
CHLD 1 395.949219 1677595189.5257
CHLD 2 293.371094 1677595189.5257
CHLD 3 384.878906 1677595189.5257
CHLD 4 581.515625 1677595189.5257
CHLD 5 405.003906 1677595189.5257
CHLD 6 378.351562 1677595189.5258
CHLD 7 409.523438 1677595189.5258
CHLD 8 344.218750 1677595189.5258
CHLD 9 377.808594 1677595189.5258
CHLD 10 384.675781 1677595189.5258
MEM 7707.765625 1677595189.6370
CHLD 0 249.019531 1677595189.6473
CHLD 1 395.949219 1677595189.6473
CHLD 2 295.296875 1677595189.6473
CHLD 3 384.878906 1677595189.6473
CHLD 4 379.285156 1677595189.6473
CHLD 5 405.003906 1677595189.6474
CHLD 6 378.351562 1677595189.6474
CHLD 7 409.523438 1677595189.6474
CHLD 8 344.218750 1677595189.6474
CHLD 9 377.808594 1677595189.6474
CHLD 10 384.675781 1677595189.6474
MEM 7907.835938 1677595189.7583
CHLD 0 249.019531 1677595189.7683
CHLD 1 395.949219 1677595189.7683
CHLD 2 295.296875 1677595189.7683
CHLD 3 384.906250 1677595189.7683
CHLD 4 379.054688 1677595189.7683
CHLD 5 405.003906 1677595189.7683
CHLD 6 378.351562 1677595189.7684
CHLD 7 409.523438 1677595189.7684
CHLD 8 344.218750 1677595189.7684
CHLD 9 377.808594 1677595189.7684
CHLD 10 384.675781 1677595189.7684
MEM 7721.335938 1677595189.8804
CHLD 0 249.019531 1677595189.8917
CHLD 1 395.949219 1677595189.8918
CHLD 2 332.414062 1677595189.8918
CHLD 3 384.906250 1677595189.8918
CHLD 4 379.285156 1677595189.8918
CHLD 5 405.003906 1677595189.8918
CHLD 6 378.351562 1677595189.8918
CHLD 7 409.523438 1677595189.8918
CHLD 8 344.218750 1677595189.8919
CHLD 9 377.808594 1677595189.8919
CHLD 10 384.675781 1677595189.8919
MEM 7753.847656 1677595190.0049
CHLD 0 249.019531 1677595190.0156
CHLD 1 395.949219 1677595190.0156
CHLD 2 339.910156 1677595190.0156
CHLD 3 389.152344 1677595190.0156
CHLD 4 379.285156 1677595190.0156
CHLD 5 405.003906 1677595190.0156
CHLD 6 378.355469 1677595190.0156
CHLD 7 409.523438 1677595190.0157
CHLD 8 344.218750 1677595190.0157
CHLD 9 377.808594 1677595190.0157
CHLD 10 384.675781 1677595190.0157
MEM 7753.445312 1677595190.1299
CHLD 0 249.019531 1677595190.1427
CHLD 1 395.949219 1677595190.1428
CHLD 2 339.910156 1677595190.1428
CHLD 3 388.906250 1677595190.1428
CHLD 4 379.199219 1677595190.1428
CHLD 5 405.003906 1677595190.1428
CHLD 6 378.355469 1677595190.1428
CHLD 7 409.523438 1677595190.1429
CHLD 8 344.218750 1677595190.1429
CHLD 9 377.738281 1677595190.1429
CHLD 10 384.675781 1677595190.1429
MEM 7874.937500 1677595190.2563
CHLD 0 249.019531 1677595190.2681
CHLD 1 395.949219 1677595190.2681
CHLD 2 339.910156 1677595190.2681
CHLD 3 388.906250 1677595190.2682
CHLD 4 379.425781 1677595190.2682
CHLD 5 548.066406 1677595190.2682
CHLD 6 378.355469 1677595190.2682
CHLD 7 409.523438 1677595190.2682
CHLD 8 344.218750 1677595190.2682
CHLD 9 377.941406 1677595190.2682
CHLD 10 384.675781 1677595190.2683
MEM 7936.773438 1677595190.3816
CHLD 0 249.019531 1677595190.3943
CHLD 1 395.949219 1677595190.3944
CHLD 2 344.421875 1677595190.3944
CHLD 3 392.906250 1677595190.3944
CHLD 4 379.425781 1677595190.3944
CHLD 5 578.363281 1677595190.3945
CHLD 6 380.355469 1677595190.3945
CHLD 7 409.523438 1677595190.3945
CHLD 8 344.218750 1677595190.3945
CHLD 9 377.941406 1677595190.3945
CHLD 10 384.675781 1677595190.3945
MEM 7964.351562 1677595190.5075
CHLD 0 249.019531 1677595190.5197
CHLD 1 395.949219 1677595190.5197
CHLD 2 344.421875 1677595190.5197
CHLD 3 403.718750 1677595190.5197
CHLD 4 412.839844 1677595190.5197
CHLD 5 364.531250 1677595190.5198
CHLD 6 380.355469 1677595190.5198
CHLD 7 409.523438 1677595190.5198
CHLD 8 344.218750 1677595190.5198
CHLD 9 391.187500 1677595190.5198
CHLD 10 384.675781 1677595190.5198
MEM 8288.152344 1677595190.6329
CHLD 0 249.019531 1677595190.6449
CHLD 1 395.949219 1677595190.6450
CHLD 2 344.421875 1677595190.6450
CHLD 3 406.535156 1677595190.6450
CHLD 4 413.066406 1677595190.6450
CHLD 5 364.531250 1677595190.6450
CHLD 6 380.355469 1677595190.6450
CHLD 7 550.121094 1677595190.6451
CHLD 8 344.218750 1677595190.6451
CHLD 9 391.187500 1677595190.6451
CHLD 10 384.675781 1677595190.6451
MEM 8136.386719 1677595190.7580
CHLD 0 249.019531 1677595190.7699
CHLD 1 395.949219 1677595190.7699
CHLD 2 344.421875 1677595190.7699
CHLD 3 410.535156 1677595190.7699
CHLD 4 413.066406 1677595190.7699
CHLD 5 364.285156 1677595190.7700
CHLD 6 380.355469 1677595190.7700
CHLD 7 584.851562 1677595190.7700
CHLD 8 344.218750 1677595190.7700
CHLD 9 391.187500 1677595190.7700
CHLD 10 384.675781 1677595190.7700
MEM 8178.171875 1677595190.8833
CHLD 0 249.019531 1677595190.8957
CHLD 1 395.949219 1677595190.8957
CHLD 2 344.429688 1677595190.8958
CHLD 3 410.535156 1677595190.8958
CHLD 4 579.933594 1677595190.8958
CHLD 5 385.746094 1677595190.8958
CHLD 6 380.355469 1677595190.8958
CHLD 7 290.664062 1677595190.8958
CHLD 8 344.218750 1677595190.8958
CHLD 9 393.187500 1677595190.8959
CHLD 10 384.675781 1677595190.8959
MEM 8412.441406 1677595191.0086
CHLD 0 249.019531 1677595191.0206
CHLD 1 395.949219 1677595191.0206
CHLD 2 344.429688 1677595191.0206
CHLD 3 410.535156 1677595191.0206
CHLD 4 583.886719 1677595191.0207
CHLD 5 385.992188 1677595191.0207
CHLD 6 380.355469 1677595191.0207
CHLD 7 291.179688 1677595191.0207
CHLD 8 344.218750 1677595191.0207
CHLD 9 393.187500 1677595191.0207
CHLD 10 384.675781 1677595191.0207
MEM 8260.164062 1677595191.1337
CHLD 0 249.019531 1677595191.1459
CHLD 1 395.949219 1677595191.1459
CHLD 2 344.429688 1677595191.1459
CHLD 3 410.535156 1677595191.1459
CHLD 4 583.886719 1677595191.1459
CHLD 5 415.078125 1677595191.1459
CHLD 6 380.355469 1677595191.1460
CHLD 7 294.449219 1677595191.1460
CHLD 8 344.218750 1677595191.1460
CHLD 9 393.187500 1677595191.1460
CHLD 10 384.675781 1677595191.1460
MEM 8378.531250 1677595191.2587
CHLD 0 249.019531 1677595191.2707
CHLD 1 395.949219 1677595191.2707
CHLD 2 346.429688 1677595191.2707
CHLD 3 410.535156 1677595191.2707
CHLD 4 422.800781 1677595191.2707
CHLD 5 415.117188 1677595191.2708
CHLD 6 380.355469 1677595191.2708
CHLD 7 356.218750 1677595191.2708
CHLD 8 344.218750 1677595191.2708
CHLD 9 395.187500 1677595191.2708
CHLD 10 384.675781 1677595191.2708
MEM 8343.347656 1677595191.3839
CHLD 0 249.019531 1677595191.3960
CHLD 1 395.949219 1677595191.3960
CHLD 2 346.429688 1677595191.3960
CHLD 3 414.535156 1677595191.3961
CHLD 4 379.417969 1677595191.3961
CHLD 5 441.886719 1677595191.3961
CHLD 6 380.355469 1677595191.3961
CHLD 7 356.234375 1677595191.3961
CHLD 8 344.218750 1677595191.3961
CHLD 9 395.187500 1677595191.3961
CHLD 10 384.675781 1677595191.3962
MEM 8545.398438 1677595191.5087
CHLD 0 249.019531 1677595191.5200
CHLD 1 395.949219 1677595191.5200
CHLD 2 346.429688 1677595191.5200
CHLD 3 414.535156 1677595191.5200
CHLD 4 388.695312 1677595191.5200
CHLD 5 699.089844 1677595191.5201
CHLD 6 380.355469 1677595191.5201
CHLD 7 360.246094 1677595191.5201
CHLD 8 344.218750 1677595191.5201
CHLD 9 395.187500 1677595191.5201
CHLD 10 384.675781 1677595191.5201
MEM 8623.609375 1677595191.6330
CHLD 0 249.019531 1677595191.6449
CHLD 1 395.949219 1677595191.6449
CHLD 2 346.429688 1677595191.6449
CHLD 3 414.535156 1677595191.6449
CHLD 4 389.363281 1677595191.6449
CHLD 5 584.742188 1677595191.6449
CHLD 6 380.355469 1677595191.6450
CHLD 7 455.730469 1677595191.6450
CHLD 8 344.218750 1677595191.6450
CHLD 9 395.386719 1677595191.6450
CHLD 10 384.675781 1677595191.6450
MEM 8785.179688 1677595191.7581
CHLD 0 249.019531 1677595191.7701
CHLD 1 395.949219 1677595191.7701
CHLD 2 369.941406 1677595191.7701
CHLD 3 414.535156 1677595191.7701
CHLD 4 491.578125 1677595191.7701
CHLD 5 384.652344 1677595191.7701
CHLD 6 380.355469 1677595191.7702
CHLD 7 533.859375 1677595191.7702
CHLD 8 352.218750 1677595191.7702
CHLD 9 395.386719 1677595191.7702
CHLD 10 384.675781 1677595191.7702
MEM 8779.679688 1677595191.8831
CHLD 0 249.019531 1677595191.8950
CHLD 1 395.949219 1677595191.8950
CHLD 2 370.195312 1677595191.8950
CHLD 3 414.535156 1677595191.8950
CHLD 4 559.625000 1677595191.8950
CHLD 5 384.785156 1677595191.8950
CHLD 6 380.355469 1677595191.8951
CHLD 7 533.859375 1677595191.8951
CHLD 8 365.839844 1677595191.8951
CHLD 9 395.386719 1677595191.8951
CHLD 10 384.675781 1677595191.8951
MEM 8811.027344 1677595192.0083
CHLD 0 249.019531 1677595192.0201
CHLD 1 395.949219 1677595192.0202
CHLD 2 370.062500 1677595192.0202
CHLD 3 414.535156 1677595192.0202
CHLD 4 559.625000 1677595192.0202
CHLD 5 468.894531 1677595192.0202
CHLD 6 380.355469 1677595192.0202
CHLD 7 290.664062 1677595192.0203
CHLD 8 365.855469 1677595192.0203
CHLD 9 395.386719 1677595192.0203
CHLD 10 384.675781 1677595192.0203
MEM 8945.988281 1677595192.1336
CHLD 0 249.019531 1677595192.1458
CHLD 1 395.949219 1677595192.1458
CHLD 2 370.062500 1677595192.1458
CHLD 3 430.855469 1677595192.1458
CHLD 4 559.625000 1677595192.1458
CHLD 5 468.894531 1677595192.1459
CHLD 6 380.355469 1677595192.1459
CHLD 7 290.664062 1677595192.1459
CHLD 8 365.855469 1677595192.1459
CHLD 9 395.386719 1677595192.1459
CHLD 10 384.675781 1677595192.1459
MEM 8784.648438 1677595192.2588
CHLD 0 249.019531 1677595192.2706
CHLD 1 395.949219 1677595192.2706
CHLD 2 380.910156 1677595192.2706
CHLD 3 430.988281 1677595192.2706
