CMDLINE python realtime_parallel.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
MEM 0.031250 1677509411.2732
MEM 31.097656 1677509411.4013
MEM 49.781250 1677509411.5274
MEM 61.796875 1677509411.6528
MEM 76.316406 1677509411.7778
MEM 86.996094 1677509411.9022
MEM 95.789062 1677509412.0271
MEM 103.949219 1677509412.1519
MEM 114.648438 1677509412.2759
MEM 119.054688 1677509412.3999
MEM 127.171875 1677509412.5236
MEM 133.726562 1677509412.6476
MEM 138.910156 1677509412.7718
MEM 142.542969 1677509412.8953
MEM 144.601562 1677509413.0185
MEM 149.289062 1677509413.1418
MEM 176.921875 1677509413.2657
MEM 181.929688 1677509413.3900
MEM 182.335938 1677509413.5145
MEM 193.246094 1677509413.6385
MEM 200.339844 1677509413.7627
MEM 224.429688 1677509413.8875
MEM 251.003906 1677509414.0115
MEM 1816.390625 1677509414.1372
CHLD 17 263.910156 1677509414.9544
CHLD 18 258.656250 1677509414.9544
CHLD 19 261.039062 1677509414.9544
CHLD 20 262.621094 1677509414.9544
CHLD 21 262.613281 1677509414.9545
CHLD 22 255.269531 1677509414.9545
CHLD 23 259.820312 1677509414.9545
CHLD 24 259.824219 1677509414.9545
CHLD 25 259.738281 1677509414.9545
CHLD 26 259.746094 1677509414.9545
CHLD 27 259.824219 1677509414.9546
CHLD 28 259.710938 1677509414.9546
CHLD 29 259.863281 1677509414.9546
CHLD 30 259.871094 1677509414.9546
CHLD 31 259.875000 1677509414.9546
CHLD 32 259.871094 1677509414.9546
CHLD 33 259.863281 1677509414.9547
CHLD 34 259.878906 1677509414.9547
CHLD 35 259.863281 1677509414.9547
CHLD 36 261.183594 1677509414.9547
CHLD 37 260.257812 1677509414.9547
CHLD 38 254.617188 1677509414.9547
CHLD 39 258.371094 1677509414.9548
MEM 12840.472656 1677509415.0736
CHLD 0 926.339844 1677509415.0917
CHLD 1 272.828125 1677509415.0917
CHLD 2 270.574219 1677509415.0917
CHLD 3 274.207031 1677509415.0917
CHLD 4 269.082031 1677509415.0918
CHLD 5 274.359375 1677509415.0918
CHLD 6 273.890625 1677509415.0918
CHLD 7 299.382812 1677509415.0918
CHLD 8 268.882812 1677509415.0918
CHLD 9 270.824219 1677509415.0918
CHLD 10 263.503906 1677509415.0918
CHLD 11 265.929688 1677509415.0919
CHLD 12 263.375000 1677509415.0919
CHLD 13 299.597656 1677509415.0919
CHLD 14 263.734375 1677509415.0919
CHLD 15 268.597656 1677509415.0919
CHLD 16 279.457031 1677509415.0919
CHLD 17 277.707031 1677509415.0920
CHLD 18 269.257812 1677509415.0920
CHLD 19 263.421875 1677509415.0920
CHLD 20 267.359375 1677509415.0920
CHLD 21 267.988281 1677509415.0920
CHLD 22 256.703125 1677509415.0920
CHLD 23 260.144531 1677509415.0921
CHLD 24 260.816406 1677509415.0921
CHLD 25 259.863281 1677509415.0921
CHLD 26 260.238281 1677509415.0921
CHLD 27 259.886719 1677509415.0921
CHLD 28 259.871094 1677509415.0921
CHLD 29 259.902344 1677509415.0922
CHLD 30 261.136719 1677509415.0922
CHLD 31 258.691406 1677509415.0922
CHLD 32 258.558594 1677509415.0922
CHLD 33 258.562500 1677509415.0922
CHLD 34 259.042969 1677509415.0923
CHLD 35 259.023438 1677509415.0923
CHLD 36 261.421875 1677509415.0923
CHLD 37 260.277344 1677509415.0923
CHLD 38 254.617188 1677509415.0923
CHLD 39 258.371094 1677509415.0924
CHLD 40 259.957031 1677509415.0924
CHLD 41 259.960938 1677509415.0924
CHLD 42 252.675781 1677509415.0924
CHLD 43 257.210938 1677509415.0924
CHLD 44 257.210938 1677509415.0924
CHLD 45 257.210938 1677509415.0925
MEM 14012.167969 1677509415.2121
CHLD 0 815.144531 1677509415.2304
CHLD 1 272.828125 1677509415.2304
CHLD 2 270.574219 1677509415.2304
CHLD 3 274.210938 1677509415.2305
CHLD 4 269.082031 1677509415.2305
CHLD 5 274.359375 1677509415.2305
CHLD 6 273.894531 1677509415.2305
CHLD 7 269.496094 1677509415.2305
CHLD 8 268.605469 1677509415.2305
CHLD 9 270.824219 1677509415.2306
CHLD 10 266.296875 1677509415.2306
CHLD 11 265.929688 1677509415.2306
CHLD 12 0.000000 1677509415.2306
CHLD 13 261.875000 1677509415.2306
CHLD 14 0.000000 1677509415.2306
CHLD 15 0.000000 1677509415.2306
CHLD 16 271.050781 1677509415.2307
CHLD 17 268.757812 1677509415.2307
CHLD 18 281.675781 1677509415.2307
CHLD 19 263.503906 1677509415.2307
CHLD 20 267.968750 1677509415.2307
CHLD 21 271.582031 1677509415.2307
CHLD 22 256.703125 1677509415.2308
CHLD 23 260.144531 1677509415.2308
CHLD 24 260.832031 1677509415.2308
CHLD 25 259.886719 1677509415.2308
CHLD 26 265.476562 1677509415.2308
CHLD 27 263.855469 1677509415.2308
CHLD 28 264.093750 1677509415.2309
CHLD 29 260.921875 1677509415.2309
CHLD 30 261.218750 1677509415.2309
CHLD 31 259.218750 1677509415.2309
CHLD 32 259.484375 1677509415.2309
CHLD 33 259.375000 1677509415.2309
CHLD 34 259.406250 1677509415.2309
CHLD 35 259.312500 1677509415.2310
CHLD 36 261.429688 1677509415.2310
CHLD 37 262.640625 1677509415.2310
CHLD 38 256.757812 1677509415.2310
CHLD 39 260.882812 1677509415.2310
CHLD 40 262.753906 1677509415.2310
CHLD 41 262.097656 1677509415.2311
CHLD 42 254.812500 1677509415.2311
CHLD 43 260.007812 1677509415.2311
CHLD 44 259.277344 1677509415.2311
CHLD 45 259.277344 1677509415.2311
CHLD 46 259.277344 1677509415.2311
CHLD 47 257.214844 1677509415.2312
CHLD 48 257.214844 1677509415.2312
CHLD 49 257.222656 1677509415.2312
CHLD 50 257.222656 1677509415.2312
CHLD 51 257.222656 1677509415.2312
MEM 14118.289062 1677509415.3571
CHLD 0 815.160156 1677509415.3894
CHLD 1 272.828125 1677509415.3895
CHLD 2 274.812500 1677509415.3895
CHLD 3 274.210938 1677509415.3895
CHLD 4 269.082031 1677509415.3895
CHLD 5 274.359375 1677509415.3895
CHLD 6 322.199219 1677509415.3896
CHLD 7 270.824219 1677509415.3896
CHLD 8 266.300781 1677509415.3896
CHLD 9 269.078125 1677509415.3896
CHLD 10 271.050781 1677509415.3896
CHLD 11 268.757812 1677509415.3896
CHLD 12 270.742188 1677509415.3897
CHLD 13 263.503906 1677509415.3897
CHLD 14 265.847656 1677509415.3897
CHLD 15 271.582031 1677509415.3897
CHLD 16 270.300781 1677509415.3897
CHLD 17 273.843750 1677509415.3897
CHLD 18 268.914062 1677509415.3898
CHLD 19 266.574219 1677509415.3898
CHLD 20 265.476562 1677509415.3898
CHLD 21 263.855469 1677509415.3898
CHLD 22 265.554688 1677509415.3898
CHLD 23 262.074219 1677509415.3898
CHLD 24 262.484375 1677509415.3899
CHLD 25 259.574219 1677509415.3899
CHLD 26 259.882812 1677509415.3899
CHLD 27 301.625000 1677509415.3899
CHLD 28 313.785156 1677509415.3899
CHLD 29 371.445312 1677509415.3899
CHLD 30 279.468750 1677509415.3899
CHLD 31 262.613281 1677509415.3900
CHLD 32 258.800781 1677509415.3900
CHLD 33 261.031250 1677509415.3900
CHLD 34 263.003906 1677509415.3900
CHLD 35 262.445312 1677509415.3900
CHLD 36 256.828125 1677509415.3900
CHLD 37 260.285156 1677509415.3901
CHLD 38 259.875000 1677509415.3901
CHLD 39 259.953125 1677509415.3901
CHLD 40 259.871094 1677509415.3901
CHLD 41 259.816406 1677509415.3901
CHLD 42 259.765625 1677509415.3901
CHLD 43 259.660156 1677509415.3902
CHLD 44 259.613281 1677509415.3902
CHLD 45 259.539062 1677509415.3902
CHLD 46 261.019531 1677509415.3902
CHLD 47 262.789062 1677509415.3902
CHLD 48 257.156250 1677509415.3902
CHLD 49 260.648438 1677509415.3903
MEM 15452.187500 1677509415.5167
CHLD 0 259.980469 1677509415.5353
CHLD 1 252.695312 1677509415.5353
CHLD 2 257.234375 1677509415.5353
CHLD 3 257.230469 1677509415.5353
CHLD 4 1017.906250 1677509415.5354
CHLD 5 272.828125 1677509415.5354
CHLD 6 274.812500 1677509415.5354
CHLD 7 275.097656 1677509415.5354
CHLD 8 269.082031 1677509415.5354
CHLD 9 275.250000 1677509415.5354
CHLD 10 272.421875 1677509415.5355
CHLD 11 270.824219 1677509415.5355
CHLD 12 266.300781 1677509415.5355
CHLD 13 269.082031 1677509415.5355
CHLD 14 271.132812 1677509415.5355
CHLD 15 268.757812 1677509415.5355
CHLD 16 270.824219 1677509415.5356
CHLD 17 263.503906 1677509415.5356
CHLD 18 265.929688 1677509415.5356
CHLD 19 271.664062 1677509415.5356
CHLD 20 269.726562 1677509415.5356
CHLD 21 273.925781 1677509415.5356
CHLD 22 268.996094 1677509415.5357
CHLD 23 266.656250 1677509415.5357
CHLD 24 267.277344 1677509415.5357
CHLD 25 265.570312 1677509415.5357
CHLD 26 265.675781 1677509415.5357
CHLD 27 262.160156 1677509415.5357
CHLD 28 262.492188 1677509415.5358
CHLD 29 259.855469 1677509415.5358
CHLD 30 316.097656 1677509415.5358
CHLD 31 315.765625 1677509415.5358
CHLD 32 315.718750 1677509415.5358
CHLD 33 259.085938 1677509415.5358
CHLD 34 271.132812 1677509415.5359
CHLD 35 262.945312 1677509415.5359
CHLD 36 258.671875 1677509415.5359
CHLD 37 261.054688 1677509415.5359
CHLD 38 262.636719 1677509415.5359
CHLD 39 262.636719 1677509415.5359
CHLD 40 257.265625 1677509415.5359
CHLD 41 259.894531 1677509415.5360
CHLD 42 259.886719 1677509415.5360
CHLD 43 259.886719 1677509415.5360
CHLD 44 262.890625 1677509415.5360
CHLD 45 263.882812 1677509415.5360
CHLD 46 259.789062 1677509415.5360
CHLD 47 260.628906 1677509415.5361
CHLD 48 259.664062 1677509415.5361
CHLD 49 258.367188 1677509415.5361
CHLD 50 261.527344 1677509415.5361
CHLD 51 263.023438 1677509415.5361
CHLD 52 258.703125 1677509415.5361
CHLD 53 261.207031 1677509415.5362
CHLD 54 262.429688 1677509415.5362
MEM 16603.828125 1677509415.6683
CHLD 0 262.234375 1677509415.6942
CHLD 1 252.695312 1677509415.6943
CHLD 2 257.234375 1677509415.6943
CHLD 3 257.230469 1677509415.6943
CHLD 4 257.234375 1677509415.6943
CHLD 5 257.234375 1677509415.6943
CHLD 6 257.230469 1677509415.6943
CHLD 7 1237.121094 1677509415.6944
CHLD 8 273.980469 1677509415.6944
CHLD 9 274.812500 1677509415.6944
CHLD 10 275.097656 1677509415.6944
CHLD 11 270.097656 1677509415.6944
CHLD 12 275.250000 1677509415.6944
CHLD 13 272.421875 1677509415.6945
CHLD 14 270.824219 1677509415.6945
CHLD 15 267.191406 1677509415.6945
CHLD 16 269.082031 1677509415.6945
CHLD 17 271.132812 1677509415.6945
CHLD 18 272.199219 1677509415.6945
CHLD 19 270.824219 1677509415.6945
CHLD 20 266.269531 1677509415.6946
CHLD 21 265.929688 1677509415.6946
CHLD 22 274.316406 1677509415.6946
CHLD 23 269.726562 1677509415.6946
CHLD 24 273.925781 1677509415.6946
CHLD 25 271.339844 1677509415.6946
CHLD 26 268.468750 1677509415.6947
CHLD 27 267.808594 1677509415.6947
CHLD 28 265.804688 1677509415.6947
CHLD 29 265.675781 1677509415.6947
CHLD 30 262.441406 1677509415.6947
CHLD 31 263.105469 1677509415.6947
CHLD 32 259.855469 1677509415.6948
CHLD 33 259.390625 1677509415.6948
CHLD 34 259.132812 1677509415.6948
CHLD 35 259.125000 1677509415.6948
CHLD 36 258.808594 1677509415.6948
CHLD 37 271.132812 1677509415.6948
CHLD 38 262.945312 1677509415.6949
CHLD 39 258.671875 1677509415.6949
CHLD 40 270.332031 1677509415.6949
CHLD 41 262.636719 1677509415.6949
CHLD 42 262.636719 1677509415.6949
CHLD 43 260.976562 1677509415.6949
CHLD 44 270.460938 1677509415.6949
CHLD 45 268.664062 1677509415.6950
CHLD 46 266.574219 1677509415.6950
CHLD 47 265.136719 1677509415.6950
CHLD 48 263.882812 1677509415.6950
CHLD 49 263.988281 1677509415.6950
CHLD 50 260.628906 1677509415.6950
CHLD 51 260.878906 1677509415.6951
CHLD 52 258.367188 1677509415.6951
CHLD 53 261.429688 1677509415.6951
CHLD 54 262.945312 1677509415.6951
CHLD 55 258.425781 1677509415.6951
CHLD 56 261.054688 1677509415.6951
CHLD 57 262.621094 1677509415.6952
MEM 16698.652344 1677509415.8147
CHLD 0 262.863281 1677509415.8320
CHLD 1 252.738281 1677509415.8320
CHLD 2 257.273438 1677509415.8320
CHLD 3 257.230469 1677509415.8321
CHLD 4 257.234375 1677509415.8321
CHLD 5 257.234375 1677509415.8321
CHLD 6 257.230469 1677509415.8321
CHLD 7 1099.527344 1677509415.8321
CHLD 8 273.980469 1677509415.8321
CHLD 9 274.812500 1677509415.8322
CHLD 10 275.097656 1677509415.8322
CHLD 11 270.097656 1677509415.8322
CHLD 12 275.250000 1677509415.8322
CHLD 13 272.144531 1677509415.8322
CHLD 14 275.074219 1677509415.8322
CHLD 15 267.191406 1677509415.8323
CHLD 16 269.082031 1677509415.8323
CHLD 17 271.132812 1677509415.8323
CHLD 18 272.214844 1677509415.8323
CHLD 19 270.824219 1677509415.8323
CHLD 20 266.296875 1677509415.8323
CHLD 21 269.054688 1677509415.8324
CHLD 22 274.355469 1677509415.8324
CHLD 23 269.726562 1677509415.8324
CHLD 24 273.925781 1677509415.8324
CHLD 25 271.414062 1677509415.8324
CHLD 26 268.652344 1677509415.8324
CHLD 27 267.808594 1677509415.8324
CHLD 28 265.804688 1677509415.8325
CHLD 29 266.351562 1677509415.8325
CHLD 30 262.554688 1677509415.8325
CHLD 31 263.480469 1677509415.8325
CHLD 32 259.855469 1677509415.8325
CHLD 33 259.113281 1677509415.8325
CHLD 34 258.855469 1677509415.8326
CHLD 35 259.125000 1677509415.8326
CHLD 36 258.808594 1677509415.8326
CHLD 37 271.132812 1677509415.8326
CHLD 38 276.570312 1677509415.8326
CHLD 39 279.277344 1677509415.8326
CHLD 40 271.429688 1677509415.8327
CHLD 41 273.332031 1677509415.8327
CHLD 42 271.582031 1677509415.8327
CHLD 43 269.394531 1677509415.8327
CHLD 44 273.593750 1677509415.8327
CHLD 45 268.664062 1677509415.8327
CHLD 46 266.574219 1677509415.8328
CHLD 47 265.558594 1677509415.8328
CHLD 48 263.882812 1677509415.8328
CHLD 49 265.570312 1677509415.8328
CHLD 50 260.628906 1677509415.8328
CHLD 51 260.878906 1677509415.8328
CHLD 52 261.824219 1677509415.8328
CHLD 53 261.429688 1677509415.8329
CHLD 54 262.945312 1677509415.8329
CHLD 55 258.425781 1677509415.8329
CHLD 56 271.117188 1677509415.8329
CHLD 57 262.621094 1677509415.8329
MEM 16087.167969 1677509415.9535
CHLD 0 262.886719 1677509415.9724
CHLD 1 255.847656 1677509415.9724
CHLD 2 259.855469 1677509415.9725
CHLD 3 259.613281 1677509415.9725
CHLD 4 259.742188 1677509415.9725
CHLD 5 259.742188 1677509415.9725
CHLD 6 259.496094 1677509415.9725
CHLD 7 1359.671875 1677509415.9725
CHLD 8 357.820312 1677509415.9726
CHLD 9 274.812500 1677509415.9726
CHLD 10 272.558594 1677509415.9726
CHLD 11 270.097656 1677509415.9726
CHLD 12 330.746094 1677509415.9726
CHLD 13 0.000000 1677509415.9726
CHLD 14 275.074219 1677509415.9727
CHLD 15 358.742188 1677509415.9727
CHLD 16 345.687500 1677509415.9727
CHLD 17 271.132812 1677509415.9727
CHLD 18 272.449219 1677509415.9727
CHLD 19 274.964844 1677509415.9727
CHLD 20 266.523438 1677509415.9727
CHLD 21 269.085938 1677509415.9728
CHLD 22 274.355469 1677509415.9728
CHLD 23 272.218750 1677509415.9728
CHLD 24 276.503906 1677509415.9728
CHLD 25 271.414062 1677509415.9728
CHLD 26 268.656250 1677509415.9728
CHLD 27 267.816406 1677509415.9729
CHLD 28 266.339844 1677509415.9729
CHLD 29 266.550781 1677509415.9729
CHLD 30 262.554688 1677509415.9729
CHLD 31 263.496094 1677509415.9729
CHLD 32 316.250000 1677509415.9729
CHLD 33 0.000000 1677509415.9729
CHLD 34 0.000000 1677509415.9730
CHLD 35 0.000000 1677509415.9730
CHLD 36 0.000000 1677509415.9730
CHLD 37 271.132812 1677509415.9730
CHLD 38 268.757812 1677509415.9730
CHLD 39 270.742188 1677509415.9730
CHLD 40 271.511719 1677509415.9731
CHLD 41 265.847656 1677509415.9731
CHLD 42 271.664062 1677509415.9731
CHLD 43 269.394531 1677509415.9731
CHLD 44 273.675781 1677509415.9731
CHLD 45 268.746094 1677509415.9731
CHLD 46 266.574219 1677509415.9732
CHLD 47 267.136719 1677509415.9732
CHLD 48 292.218750 1677509415.9732
CHLD 49 265.574219 1677509415.9732
CHLD 50 317.097656 1677509415.9732
CHLD 51 401.324219 1677509415.9732
CHLD 52 286.703125 1677509415.9732
CHLD 53 279.476562 1677509415.9733
CHLD 54 277.761719 1677509415.9733
CHLD 55 274.273438 1677509415.9733
CHLD 56 271.511719 1677509415.9733
CHLD 57 265.847656 1677509415.9733
MEM 16095.085938 1677509416.0966
CHLD 0 262.886719 1677509416.1147
CHLD 1 256.730469 1677509416.1147
CHLD 2 259.894531 1677509416.1147
CHLD 3 259.886719 1677509416.1147
CHLD 4 259.863281 1677509416.1147
CHLD 5 259.871094 1677509416.1148
CHLD 6 259.886719 1677509416.1148
CHLD 7 1743.308594 1677509416.1148
CHLD 8 270.644531 1677509416.1148
CHLD 9 275.941406 1677509416.1148
CHLD 10 272.558594 1677509416.1148
CHLD 11 270.097656 1677509416.1149
CHLD 12 272.710938 1677509416.1149
CHLD 13 0.000000 1677509416.1149
CHLD 14 275.074219 1677509416.1149
CHLD 15 322.570312 1677509416.1149
CHLD 16 267.070312 1677509416.1149
CHLD 17 275.121094 1677509416.1150
CHLD 18 272.457031 1677509416.1150
CHLD 19 275.042969 1677509416.1150
CHLD 20 266.531250 1677509416.1150
CHLD 21 269.085938 1677509416.1150
CHLD 22 274.355469 1677509416.1150
CHLD 23 272.472656 1677509416.1150
CHLD 24 276.503906 1677509416.1151
CHLD 25 271.414062 1677509416.1151
CHLD 26 268.656250 1677509416.1151
CHLD 27 268.402344 1677509416.1151
CHLD 28 266.339844 1677509416.1151
CHLD 29 266.550781 1677509416.1151
CHLD 30 263.015625 1677509416.1152
CHLD 31 263.496094 1677509416.1152
CHLD 32 259.433594 1677509416.1152
CHLD 33 0.000000 1677509416.1152
CHLD 34 0.000000 1677509416.1152
CHLD 35 0.000000 1677509416.1152
CHLD 36 0.000000 1677509416.1153
CHLD 37 271.132812 1677509416.1153
CHLD 38 268.757812 1677509416.1153
CHLD 39 270.824219 1677509416.1153
CHLD 40 271.511719 1677509416.1153
CHLD 41 265.929688 1677509416.1153
CHLD 42 271.664062 1677509416.1153
CHLD 43 269.476562 1677509416.1154
CHLD 44 273.675781 1677509416.1154
CHLD 45 268.746094 1677509416.1154
CHLD 46 268.671875 1677509416.1154
CHLD 47 267.136719 1677509416.1154
CHLD 48 292.218750 1677509416.1154
CHLD 49 266.453125 1677509416.1155
CHLD 50 317.097656 1677509416.1155
CHLD 51 289.191406 1677509416.1155
CHLD 52 286.703125 1677509416.1155
CHLD 53 271.050781 1677509416.1155
CHLD 54 268.757812 1677509416.1155
CHLD 55 281.375000 1677509416.1156
CHLD 56 271.511719 1677509416.1156
CHLD 57 265.929688 1677509416.1156
MEM 16296.500000 1677509416.2480
CHLD 0 271.832031 1677509416.2663
CHLD 1 258.992188 1677509416.2663
CHLD 2 262.578125 1677509416.2663
CHLD 3 260.625000 1677509416.2663
CHLD 4 266.574219 1677509416.2663
CHLD 5 265.132812 1677509416.2664
CHLD 6 263.929688 1677509416.2664
CHLD 7 1995.714844 1677509416.2664
CHLD 8 270.644531 1677509416.2664
CHLD 9 276.164062 1677509416.2664
CHLD 10 272.281250 1677509416.2664
CHLD 11 271.105469 1677509416.2665
CHLD 12 272.710938 1677509416.2665
CHLD 13 0.000000 1677509416.2665
CHLD 14 275.074219 1677509416.2665
CHLD 15 264.535156 1677509416.2665
CHLD 16 267.070312 1677509416.2665
CHLD 17 275.222656 1677509416.2665
CHLD 18 272.457031 1677509416.2666
CHLD 19 275.062500 1677509416.2666
CHLD 20 266.531250 1677509416.2666
CHLD 21 269.085938 1677509416.2666
CHLD 22 275.230469 1677509416.2666
CHLD 23 272.472656 1677509416.2666
CHLD 24 276.757812 1677509416.2667
CHLD 25 271.414062 1677509416.2667
CHLD 26 268.656250 1677509416.2667
CHLD 27 268.402344 1677509416.2667
CHLD 28 266.339844 1677509416.2667
CHLD 29 267.074219 1677509416.2667
