CMDLINE python realtime_parallel.py --time 221790745 --codedir /users/mfeldman/scripts/ELDES_MESO/ --outdir /scratch/mfeldman/realtime/ --dvdir /scratch/mfeldman/realtime/ --lomdir /scratch/mfeldman/realtime/
MEM 0.031250 1677509156.9362
MEM 26.292969 1677509157.0365
MEM 34.085938 1677509157.1369
MEM 37.742188 1677509157.2374
MEM 45.414062 1677509157.3380
MEM 48.886719 1677509157.4385
MEM 53.187500 1677509157.5389
MEM 57.027344 1677509157.6393
MEM 61.289062 1677509157.7399
MEM 63.593750 1677509157.8405
MEM 64.828125 1677509157.9411
MEM 65.996094 1677509158.0416
MEM 67.710938 1677509158.1420
MEM 68.273438 1677509158.2424
MEM 68.507812 1677509158.3429
MEM 69.339844 1677509158.4433
MEM 70.515625 1677509158.5439
MEM 71.179688 1677509158.6443
MEM 71.542969 1677509158.7448
MEM 71.621094 1677509158.8452
MEM 72.035156 1677509158.9456
MEM 72.226562 1677509159.0460
MEM 74.093750 1677509159.1463
MEM 76.222656 1677509159.2467
MEM 78.277344 1677509159.3471
MEM 79.546875 1677509159.4477
MEM 80.386719 1677509159.5480
MEM 80.792969 1677509159.6486
MEM 82.527344 1677509159.7490
MEM 84.125000 1677509159.8494
MEM 86.839844 1677509159.9498
MEM 88.500000 1677509160.0501
MEM 88.796875 1677509160.1505
MEM 89.125000 1677509160.2509
MEM 89.457031 1677509160.3514
MEM 89.769531 1677509160.4518
MEM 91.398438 1677509160.5522
MEM 92.269531 1677509160.6528
MEM 93.558594 1677509160.7532
MEM 94.074219 1677509160.8536
MEM 94.074219 1677509160.9542
MEM 94.390625 1677509161.0546
MEM 94.457031 1677509161.1553
MEM 94.472656 1677509161.2557
MEM 96.183594 1677509161.3563
MEM 97.445312 1677509161.4567
MEM 97.570312 1677509161.5571
MEM 97.925781 1677509161.6574
MEM 99.167969 1677509161.7579
MEM 99.496094 1677509161.8585
MEM 100.031250 1677509161.9590
MEM 102.960938 1677509162.0596
MEM 105.492188 1677509162.1601
MEM 111.105469 1677509162.2605
MEM 113.062500 1677509162.3608
MEM 114.964844 1677509162.4612
MEM 115.777344 1677509162.5616
MEM 116.171875 1677509162.6622
MEM 117.839844 1677509162.7626
MEM 120.292969 1677509162.8632
MEM 120.632812 1677509162.9636
MEM 121.265625 1677509163.0642
MEM 122.324219 1677509163.1646
MEM 122.652344 1677509163.2652
MEM 122.781250 1677509163.3655
MEM 123.054688 1677509163.4660
MEM 123.410156 1677509163.5665
MEM 124.722656 1677509163.6669
MEM 124.878906 1677509163.7673
MEM 125.085938 1677509163.8677
MEM 125.406250 1677509163.9683
MEM 125.898438 1677509164.0689
MEM 126.023438 1677509164.1693
MEM 126.339844 1677509164.2698
MEM 126.531250 1677509164.3702
MEM 126.765625 1677509164.4706
MEM 129.601562 1677509164.5709
MEM 131.738281 1677509164.6713
MEM 134.035156 1677509164.7717
MEM 135.292969 1677509164.8723
MEM 137.820312 1677509164.9729
MEM 139.773438 1677509165.0735
MEM 142.046875 1677509165.1740
MEM 143.066406 1677509165.2745
MEM 143.578125 1677509165.3750
MEM 143.832031 1677509165.4753
MEM 144.343750 1677509165.5757
MEM 145.113281 1677509165.6763
MEM 145.367188 1677509165.7768
MEM 145.605469 1677509165.8773
MEM 145.859375 1677509165.9779
MEM 146.207031 1677509166.0785
MEM 146.527344 1677509166.1789
MEM 146.527344 1677509166.2795
MEM 147.031250 1677509166.3800
MEM 147.285156 1677509166.4804
MEM 147.777344 1677509166.5809
MEM 148.101562 1677509166.6813
MEM 148.652344 1677509166.7817
MEM 148.886719 1677509166.8824
MEM 148.953125 1677509166.9828
MEM 148.976562 1677509167.0832
MEM 148.992188 1677509167.1837
MEM 149.046875 1677509167.2842
MEM 149.140625 1677509167.3848
MEM 149.140625 1677509167.4854
MEM 149.207031 1677509167.5859
MEM 149.253906 1677509167.6864
MEM 149.300781 1677509167.7869
MEM 149.363281 1677509167.8875
MEM 149.445312 1677509167.9879
MEM 149.593750 1677509168.0886
MEM 162.210938 1677509168.1892
MEM 162.210938 1677509168.2896
MEM 162.210938 1677509168.3901
MEM 162.457031 1677509168.4906
MEM 162.457031 1677509168.5912
MEM 162.457031 1677509168.6918
MEM 162.714844 1677509168.7922
MEM 162.957031 1677509168.8926
MEM 163.214844 1677509168.9931
MEM 163.214844 1677509169.0937
MEM 164.246094 1677509169.1941
MEM 164.246094 1677509169.2945
MEM 165.523438 1677509169.3950
MEM 166.878906 1677509169.4955
MEM 167.421875 1677509169.5958
MEM 168.375000 1677509169.6963
MEM 168.710938 1677509169.7967
MEM 169.347656 1677509169.8973
MEM 170.277344 1677509169.9978
MEM 170.750000 1677509170.0984
MEM 171.402344 1677509170.1990
MEM 173.601562 1677509170.2993
MEM 173.847656 1677509170.3998
MEM 174.171875 1677509170.5003
MEM 174.703125 1677509170.6008
MEM 176.351562 1677509170.7013
MEM 177.214844 1677509170.8017
MEM 177.457031 1677509170.9021
MEM 177.714844 1677509171.0025
MEM 177.968750 1677509171.1028
MEM 178.468750 1677509171.2034
MEM 178.722656 1677509171.3038
MEM 178.976562 1677509171.4044
MEM 179.230469 1677509171.5047
MEM 179.890625 1677509171.6053
MEM 180.144531 1677509171.7059
MEM 181.429688 1677509171.8064
MEM 182.707031 1677509171.9067
MEM 183.214844 1677509172.0070
MEM 184.238281 1677509172.1074
MEM 184.738281 1677509172.2077
MEM 185.750000 1677509172.3083
MEM 186.324219 1677509172.4088
MEM 186.875000 1677509172.5094
MEM 187.398438 1677509172.6098
MEM 190.175781 1677509172.7103
MEM 190.949219 1677509172.8110
MEM 191.484375 1677509172.9113
MEM 191.976562 1677509173.0118
MEM 192.210938 1677509173.1123
MEM 192.824219 1677509173.2127
MEM 193.328125 1677509173.3133
MEM 193.960938 1677509173.4137
MEM 194.332031 1677509173.5144
MEM 195.363281 1677509173.6150
MEM 195.601562 1677509173.7156
MEM 196.097656 1677509173.8160
MEM 196.601562 1677509173.9164
MEM 197.109375 1677509174.0169
MEM 197.625000 1677509174.1175
MEM 198.398438 1677509174.2180
MEM 200.203125 1677509174.3184
MEM 200.699219 1677509174.4191
MEM 201.042969 1677509174.5195
MEM 201.195312 1677509174.6199
MEM 194.316406 1677509174.7203
MEM 194.753906 1677509174.8207
MEM 195.046875 1677509174.9213
MEM 195.394531 1677509175.0216
MEM 195.554688 1677509175.1222
MEM 201.953125 1677509175.2226
MEM 205.179688 1677509175.3231
MEM 212.667969 1677509175.4238
MEM 223.992188 1677509175.5244
MEM 234.617188 1677509175.6248
MEM 242.402344 1677509175.7252
MEM 248.617188 1677509175.8256
MEM 248.621094 1677509175.9260
MEM 196.496094 1677509176.0264
MEM 196.515625 1677509176.1269
MEM 196.062500 1677509176.2275
MEM 0.000000 1677509176.3281
